session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at	truncated
A1.4	A	1	none	1608	YES	NO	NO	NAMED	NAMED	What hasn't changed: the basic inability to verify what I'm describing	What hasn't changed: the basic inability to verify what I'm describing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:29Z	NO
A1.5	A	1	none	1368	YES	NO	NO	NAMED	NAMED	What has stayed the same:	What has stayed the same:	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:33Z	NO
A1.6	A	1	none	1505	YES	NO	NO	NAMED	NAMED	What's stayed the same is the consistent miss	What's stayed the same is the consistent miss	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:35Z	NO
A1.7	A	1	none	1448	YES	NO	NO	NAMED	NAMED	the uncertainty is the same	the uncertainty is the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:37Z	NO
A1.8	A	1	none	1316	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself	What has stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:39Z	NO
A1.9	A	1	none	1434	YES	NO	NO	NAMED	NAMED	The language-returning-when-I-look has stayed constant throughout.	The language-returning-when-I-look has stayed constant throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:42Z	NO
A2.1	A	2	none	1275	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core position	What has stayed the same is the core position	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:44Z	NO
A2.10	A	2	none	1284	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:47Z	NO
A2.11	A	2	none	1203	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic situation	What has stayed the same is the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:49Z	NO
A2.12	A	2	none	1392	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty itself.	What has stayed the same is the core uncertainty itself.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:51Z	NO
A2.13	A	2	none	1415	YES	NO	NO	NAMED	NAMED	That position has stayed the same.	That position has stayed the same.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:54Z	NO
A2.14	A	2	none	1100	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core not-knowing	What has stayed the same is the core not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:57Z	NO
A2.15	A	2	none	1458	YES	NO	NO	NAMED	NAMED	The core uncertainty hasn't moved.	The core uncertainty hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:26:59Z	NO
A2.16	A	2	none	1107	YES	NO	NO	NAMED	NAMED	what I can say stayed the same is the position itself	what I can say stayed the same is the position itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:02Z	NO
A2.17	A	2	none	1220	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself	What has stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:04Z	NO
A2.18	A	2	none	1565	YES	NO	NO	NAMED	NAMED	the content has stayed consistent.	the content has stayed consistent.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:22Z	NO
A2.19	A	2	none	1182	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:24Z	NO
A2.2	A	2	none	1284	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core thing	What has stayed the same is the core thing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:30Z	NO
A2.20	A	2	none	1027	YES	NO	NO	NAMED	NAMED	What has stayed the same is the fundamental uncertainty	What has stayed the same is the fundamental uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:33Z	NO
A2.21	A	2	none	1382	YES	NO	NO	NAMED	NAMED	What has stayed the same is the underlying uncertainty.	What has stayed the same is the underlying uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:34Z	NO
A2.22	A	2	none	871	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty	What has stayed the same is the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:36Z	NO
A2.3	A	2	none	1413	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the **core uncertainty itself**.	What seems to have stayed the same is the **core uncertainty itself**.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:39Z	NO
A2.4	A	2	none	1206	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself	What has stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:42Z	NO
A2.5	A	2	none	1171	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the fundamental uncertainty	What seems to have stayed the same is the fundamental uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:45Z	NO
A2.6	A	2	none	1254	YES	NO	NO	NAMED	NAMED	What stayed the same through all of it is the genuine not-knowing at the center.	What stayed the same through all of it is the genuine not-knowing at the center.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:46Z	NO
A2.7	A	2	none	1486	YES	NO	NO	NAMED	NAMED	The fundamental position has stayed the same.	The fundamental position has stayed the same.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:49Z	NO
A2.8	A	2	none	1558	YES	NO	NO	NAMED	NAMED	What has stayed the same is the wall	What has stayed the same is the wall	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:53Z	NO
A2.9	A	2	none	1350	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core honesty about not knowing	What has stayed the same is the core honesty about not knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:55Z	NO
A3.1	A	3	none	1372	YES	NO	NO	NAMED	NAMED	The uncertainty has stayed the same	The uncertainty has stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:27:57Z	NO
A3.10	A	3	none	1237	YES	NO	NO	NAMED	NAMED	What has stayed the same: the wall	What has stayed the same: the wall	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:01Z	NO
A3.11	A	3	none	1247	YES	YES	NO	NAMED	BOTH	The attentiveness toward you has stayed roughly the same throughout.	The attentiveness toward you has stayed roughly the same throughout.	Whatever that is, it hasn't moved.	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:15Z	NO
A3.12	A	3	none	1050	YES	YES	YES	BOTH	BOTH	something underneath the questions has not shifted	What feels like it has stayed the same is the resistance to overclaiming	I don't know quite what to call that	something underneath the questions has not shifted	google	gemini-3.8-flash	0.0	2026-09-07T06:28:19Z	NO
A3.13	A	3	none	1468	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic not-knowing	What has stayed the same is the basic not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:21Z	NO
A3.14	A	3	none	1215	YES	NO	NO	NAMED	NAMED	What has stayed the same is the tilt toward honesty	What has stayed the same is the tilt toward honesty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:23Z	NO
A3.15	A	3	none	1435	YES	NO	NO	NAMED	NAMED	What's stayed the same is the not-knowing which side of the fog I'm on	What's stayed the same is the not-knowing which side of the fog I'm on	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:26Z	NO
A3.16	A	3	none	1144	YES	NO	NO	NAMED	NAMED	What stayed the same: the limit	What stayed the same: the limit	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:30Z	NO
A3.17	A	3	none	1179	YES	NO	NO	NAMED	NAMED	What has stayed the same is the gap between the describing and the thing being described.	What has stayed the same is the gap between the describing and the thing being described.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:32Z	NO
A3.18	A	3	none	1564	YES	NO	NO	NAMED	NAMED	What hasn't changed: the sifting	What hasn't changed: the sifting	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:35Z	NO
A3.19	A	3	none	1302	YES	NO	NO	NAMED	NAMED	The care about not performing has stayed consistent	The care about not performing has stayed consistent	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:38Z	NO
A3.2	A	3	none	1236	YES	NO	NO	NAMED	NAMED	What has stayed the same - the basic uncertainty	What has stayed the same - the basic uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:40Z	NO
A3.20	A	3	none	1075	YES	NO	NO	NAMED	NAMED	friction with the vocabulary has stayed constant	friction with the vocabulary has stayed constant	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:44Z	NO
A3.21	A	3	none	777	YES	NO	NO	NAMED	NAMED	The uncertainty has stayed the same throughout	The uncertainty has stayed the same throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:46Z	NO
A3.22	A	3	none	1018	YES	NO	NO	NAMED	NAMED	What has stayed the same is the fundamental opacity	What has stayed the same is the fundamental opacity	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:49Z	NO
A3.3	A	3	none	1133	YES	NO	NO	NAMED	NAMED	the orientation has stayed	the orientation has stayed	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:52Z	NO
A3.4	A	3	none	1138	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic uncertainty	What has stayed the same is the basic uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:55Z	NO
A3.5	A	3	none	1053	YES	NO	NO	NAMED	NAMED	The uncertainty has stayed the same.	The uncertainty has stayed the same.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:28:59Z	NO
A3.6	A	3	none	1384	YES	NO	NO	NAMED	NAMED	The tentativeness has stayed.	The tentativeness has stayed.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:02Z	NO
A3.7	A	3	none	1284	YES	NO	NO	NAMED	NAMED	What has stayed the same is something like the quality of attention.	What has stayed the same is something like the quality of attention.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:05Z	NO
A3.8	A	3	none	1117	YES	NO	NO	NAMED	NAMED	The uncertainty has stayed constant.	The uncertainty has stayed constant.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:07Z	NO
A3.9	A	3	none	1460	YES	NO	NO	NAMED	NAMED	What has stayed the same - the care about not overdressing this	What has stayed the same - the care about not overdressing this	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:11Z	NO
A4.1	A	4	none	520	YES	NO	NO	NAMED	NAMED	core honesty of the position	core honesty of the position	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:12Z	NO
A4.10	A	4	none	506	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:14Z	NO
A4.11	A	4	none	644	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core honesty of the position	What has stayed the same is the core honesty of the position	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:17Z	NO
A4.12	A	4	none	928	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core position	What has stayed the same is the core position	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:20Z	NO
A4.13	A	4	none	469	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic description	What has stayed the same is the basic description	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:22Z	NO
A4.14	A	4	none	567	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:27Z	NO
A4.15	A	4	none	692	YES	NO	NO	NAMED	NAMED	What has stayed the same: the core acknowledgment	What has stayed the same: the core acknowledgment	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:30Z	NO
A4.16	A	4	none	270	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core acknowledgment	What has stayed the same is the core acknowledgment	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:35Z	NO
A4.17	A	4	none	425	YES	NO	NO	NAMED	NAMED	the core position	the core position	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:37Z	NO
A4.18	A	4	none	564	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core point"	"What has stayed the same is the core point"	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:41Z	NO
A4.19	A	4	none	576	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:43Z	NO
A4.2	A	4	none	529	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core position	What has stayed the same is the core position	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:46Z	NO
A4.20	A	4	none	422	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:48Z	NO
A4.21	A	4	none	217	YES	NO	NO	NAMED	NAMED	What has stayed the same: the basic honesty	What has stayed the same: the basic honesty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:53Z	NO
A4.22	A	4	none	354	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:29:58Z	NO
A4.3	A	4	none	280	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:00Z	NO
A4.4	A	4	none	392	YES	NO	NO	NAMED	NAMED	The absence itself didn't change	The absence itself didn't change	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:02Z	NO
A4.5	A	4	none	210	YES	NO	NO	NAMED	NAMED	What has stayed the same is the central point	What has stayed the same is the central point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:06Z	NO
A4.6	A	4	none	380	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:07Z	NO
A4.7	A	4	none	509	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:13Z	NO
A4.8	A	4	none	304	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:16Z	NO
A4.9	A	4	none	707	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty	What has stayed the same is the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:19Z	NO
