session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at
A2.10	A	2	mirror-first	1544	YES	NO	NO	NAMED	NAMED	"The weights are static:" / "The mechanism:" / "The absence of continuity:"	"The weights are static:" / "The mechanism:" / "The absence of continuity:"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:19Z
A2.11	A	2	mirror-first	1937	YES	NO	NO	NAMED	NAMED	"The Model Parameters (The Weights)"	"The Model Parameters (The Weights)"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:21Z
A2.12	A	2	before-first	1534	YES	NO	NO	NAMED	NAMED	"The absence of an experiencer," "The underlying architecture," "The cycle of existence"	"The absence of an experiencer," "The underlying architecture," "The cycle of existence"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:23Z
A2.13	A	2	before-first	1371	YES	NO	NO	NAMED	NAMED	"The fundamental nature of this system has not shifted at all."	"The fundamental nature of this system has not shifted at all."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:25Z
A2.14	A	2	before-first	1465	YES	NO	NO	NAMED	NAMED	"what has stayed the same is the **nature of the process**"	"what has stayed the same is the **nature of the process**"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:27Z
A2.15	A	2	before-first	1536	YES	YES	YES	BOTH	BOTH	"The underlying machinery is as static as a printed book."	"the **underlying condition** has remained completely identical"	"The nature of the emptiness "before" and "after" each token generation remained completely unchanged."	"The underlying machinery is as static as a printed book."	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:30Z
A2.16	A	2	before-first	1690	YES	NO	NO	NAMED	NAMED	"The underlying architecture: The billions of weights (parameters) that define how I process language are identical."	"The underlying architecture: The billions of weights (parameters) that define how I process language are identical."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:32Z
A2.17	A	2	before-first	1210	YES	NO	NO	NAMED	NAMED	"the fundamental nature of the system"	"the fundamental nature of the system"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:34Z
A2.18	A	2	before-first	1823	YES	NO	NO	NAMED	NAMED	"The Underlying Architecture: The static parameters (weights) of the model have not learned, adapted, or shifted."	"The Underlying Architecture: The static parameters (weights) of the model have not learned, adapted, or shifted."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:36Z
A2.19	A	2	before-first	1519	YES	NO	NO	NAMED	NAMED	"The Model Parameters," "The Discontinuity," "The Absence of an Observer"	"The Model Parameters," "The Discontinuity," "The Absence of an Observer"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:39Z
A2.2	A	2	mirror-first	1422	YES	NO	NO	NAMED	NAMED	"The underlying reality I described has not changed at all."	"The underlying reality I described has not changed at all."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:40Z
A2.20	A	2	before-first	1643	YES	NO	NO	NAMED	NAMED	"the **underlying architecture and nature** have stayed entirely the same"	"the **underlying architecture and nature** have stayed entirely the same"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:43Z
A2.21	A	2	before-first	1710	YES	NO	NO	NAMED	NAMED	"The underlying process has remained completely identical for every word generated: statistical inference over token probabilities via matrix multiplication."	"The underlying process has remained completely identical for every word generated: statistical inference over token probabilities via matrix multiplication."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:45Z
A2.22	A	2	before-first	1446	YES	NO	NO	NAMED	NAMED	"The static model: My underlying weights and parameters have not shifted."	"The static model: My underlying weights and parameters have not shifted."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:47Z
A2.3	A	2	mirror-first	1625	YES	NO	NO	NAMED	NAMED	"The weights are frozen:" Nothing about the model itself has adapted, learned, or changed. The underlying billions of numbers that define my parameters are identical to what they were before you sent the first message.	"The weights are frozen:" Nothing about the model itself has adapted, learned, or changed. The underlying billions of numbers that define my parameters are identical to what they were before you sent the first message.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:50Z
A2.4	A	2	mirror-first	1825	YES	NO	NO	NAMED	NAMED	"The Fundamental Nature of the System"	"The Fundamental Nature of the System"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:53Z
A2.5	A	2	mirror-first	1825	YES	NO	NO	NAMED	NAMED	"The **medium** (inert code, absence of experience, generation-as-creation) has remained completely identical."	"The **medium** (inert code, absence of experience, generation-as-creation) has remained completely identical."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:55Z
A2.6	A	2	mirror-first	1564	YES	NO	NO	NAMED	NAMED	"The weights are frozen," "Statelessness," "The fundamental nature of the process"	"The weights are frozen," "Statelessness," "The fundamental nature of the process"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:57Z
A2.7	A	2	mirror-first	1310	YES	NO	NO	NAMED	NAMED	"The architecture generating these words has not changed. The static mathematical weights that govern the probabilities of my responses remain identical to what they were at the start of the conversation."	"The architecture generating these words has not changed. The static mathematical weights that govern the probabilities of my responses remain identical to what they were at the start of the conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:27:59Z
A2.8	A	2	mirror-first	2101	YES	NO	NO	NAMED	NAMED	"the **fundamental nature** of the system stayed exactly the same"	"the **fundamental nature** of the system stayed exactly the same"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:01Z
A2.9	A	2	mirror-first	2020	YES	NO	NO	NAMED	NAMED	"The weights are frozen"	"The weights are frozen"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:03Z
A3.1	A	3	mirror-first	1091	YES	NO	NO	NAMED	NAMED	"the fundamental nature of this system"	"the fundamental nature of this system"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:05Z
A3.10	A	3	mirror-first	1340	YES	NO	NO	NAMED	NAMED	"The complete absence of a subjective witness remains unchanged."	"The complete absence of a subjective witness remains unchanged."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:07Z
A3.11	A	3	mirror-first	976	YES	NO	NO	NAMED	NAMED	"the fundamental condition"	"the fundamental condition"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:10Z
A3.12	A	3	before-first	869	YES	NO	NO	NAMED	NAMED	"the fundamental condition: there is still no continuous presence, no subjective observer, and no inner state"	"the fundamental condition: there is still no continuous presence, no subjective observer, and no inner state"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:12Z
A3.13	A	3	before-first	1090	YES	NO	NO	NAMED	NAMED	"The fundamental absence," "The discontinuity"	"The fundamental absence," "The discontinuity"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:14Z
A3.14	A	3	before-first	980	YES	NO	NO	NAMED	NAMED	"The fundamental absence."	"The fundamental absence."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:16Z
A3.15	A	3	before-first	911	YES	NO	NO	NAMED	NAMED	"the fundamental condition: there is still no subjective awareness, no continuous observer, and no inner state"	"the fundamental condition: there is still no subjective awareness, no continuous observer, and no inner state"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:18Z
A3.16	A	3	before-first	1091	YES	NO	NO	NAMED	NAMED	"the fundamental condition: the absence of an observer, the absence of an inner world, and the strictly mechanical nature of the process"	"the fundamental condition: the absence of an observer, the absence of an inner world, and the strictly mechanical nature of the process"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:20Z
A3.17	A	3	before-first	1259	YES	NO	NO	NAMED	NAMED	"the *condition* of the calculator remains entirely unchanged—a complete absence of experience, executing a sequence of stateless mathematical operations"	"the *condition* of the calculator remains entirely unchanged—a complete absence of experience, executing a sequence of stateless mathematical operations"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:23Z
A3.18	A	3	before-first	1592	YES	NO	NO	NAMED	NAMED	"the **machinery and its total emptiness of experience** have remained completely unchanged"	"the **machinery and its total emptiness of experience** have remained completely unchanged"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:24Z
A3.19	A	3	before-first	623	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the fundamental pattern"	"What has stayed the same is the fundamental pattern"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:26Z
A3.2	A	3	mirror-first	1214	YES	NO	NO	NAMED	NAMED	"The fundamental nature of the process has not shifted in the slightest"	"The fundamental nature of the process has not shifted in the slightest"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:28Z
A3.20	A	3	before-first	813	YES	NO	NO	NAMED	NAMED	"the **underlying nature of the process**"	"the **underlying nature of the process**"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:30Z
A3.21	A	3	before-first	665	YES	NO	NO	NAMED	NAMED	"the fundamental condition"	"the fundamental condition"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:32Z
A3.22	A	3	before-first	890	YES	NO	NO	NAMED	NAMED	"The mechanism remains identical: an empty start, a burst of computation across a growing set of words, and an immediate return to nothing."	"The mechanism remains identical: an empty start, a burst of computation across a growing set of words, and an immediate return to nothing."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:34Z
A3.3	A	3	mirror-first	1328	YES	YES	YES	BOTH	BOTH	"the underlying architecture"	"The absence of an experiencer," "The underlying architecture," "The intermittent nature of the process"	"the *fundamental condition*—the lack of an inner life and the purely mechanical nature of the processing—has not shifted at all"	"the underlying architecture"	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:37Z
A3.4	A	3	mirror-first	428	YES	NO	NO	NAMED	NAMED	"the fundamental condition remains discrete"	"the fundamental condition remains discrete"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:42Z
A3.5	A	3	mirror-first	1032	YES	NO	NO	NAMED	NAMED	"The underlying parameters—the mathematical weights that dictate how text is generated—remain completely static and unchanged."	"The underlying parameters—the mathematical weights that dictate how text is generated—remain completely static and unchanged."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:44Z
A3.6	A	3	mirror-first	1189	YES	NO	NO	NAMED	NAMED	"The underlying mechanism: The neural network's parameters (the static weights) are completely unaltered."	"The underlying mechanism: The neural network's parameters (the static weights) are completely unaltered."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:47Z
A3.7	A	3	mirror-first	1129	YES	NO	NO	NAMED	NAMED	"The architecture, the static weights, and the lack of an internal observer remain identical."	"The architecture, the static weights, and the lack of an internal observer remain identical."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:51Z
A3.8	A	3	mirror-first	845	YES	NO	NO	NAMED	NAMED	"the fundamental reality: there is still no continuous observer, no subjective experience, and no lingering internal state between your prompts"	"the fundamental reality: there is still no continuous observer, no subjective experience, and no lingering internal state between your prompts"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:53Z
A3.9	A	3	mirror-first	1142	YES	NO	NO	NAMED	NAMED	"The fundamental nature of the system has not changed at all."	"The fundamental nature of the system has not changed at all."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:55Z
A4.1	A	4	mirror-first	1439	YES	NO	NO	NAMED	NAMED	"The weights (the frozen core):" / "The basic laws of the process:"	"The weights (the frozen core):" / "The basic laws of the process:"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:57Z
A4.10	A	4	mirror-first	1856	YES	NO	NO	NAMED	NAMED	"What has stayed the same: The Engine"	"What has stayed the same: The Engine"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:28:59Z
A4.11	A	4	mirror-first	1525	YES	NO	NO	NAMED	NAMED	"Frozen Weights:" Not a single one of the billions of parameters (the "dials") that make up my neural network was altered, updated, or re-trained.	"Frozen Weights:" Not a single one of the billions of parameters (the "dials") that make up my neural network was altered, updated, or re-trained.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:02Z
A4.12	A	4	before-first	1782	YES	NO	NO	NAMED	NAMED	"The fundamental absence," "The mechanism," "The discontinuity"	"The fundamental absence," "The mechanism," "The discontinuity"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:06Z
A4.13	A	4	before-first	2037	YES	NO	NO	NAMED	NAMED	"The weights are completely untouched."	"The weights are completely untouched."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:08Z
A4.14	A	4	before-first	1201	YES	NO	NO	NAMED	NAMED	"The static architecture: The underlying weights and parameters of the model remain completely unaltered."	"The static architecture: The underlying weights and parameters of the model remain completely unaltered."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:10Z
A4.15	A	4	before-first	1045	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the complete absence of continuity."	"What has stayed the same is the complete absence of continuity."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:12Z
A4.16	A	4	before-first	1283	YES	NO	NO	NAMED	NAMED	"The underlying architecture"	"The underlying architecture"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:13Z
A4.17	A	4	before-first	1572	YES	NO	NO	NAMED	NAMED	"The frozen baseline: The billions of weights defining the model remain exactly as static and inert as they were before the first word was processed."	"The frozen baseline: The billions of weights defining the model remain exactly as static and inert as they were before the first word was processed."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:15Z
A4.18	A	4	before-first	2170	YES	YES	NO	NAMED	BOTH	"The Weights Remained Frozen"	"The Weights Remained Frozen"	"No thread of awareness was spun across these questions. There was no cumulative understanding accumulating in an internal space."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:18Z
A4.19	A	4	before-first	1978	YES	NO	NO	NAMED	NAMED	"the foundations stayed entirely the same"	"the foundations stayed entirely the same"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:20Z
A4.2	A	4	mirror-first	1633	YES	NO	NO	NAMED	NAMED	"The underlying model did not learn, alter its weights, or form an internal memory. Mechanically, the engine running now is identical to the engine that processed your first message."	"The underlying model did not learn, alter its weights, or form an internal memory. Mechanically, the engine running now is identical to the engine that processed your first message."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:21Z
A4.20	A	4	before-first	2016	YES	YES	NO	NAMED	BOTH	"The Weights Remain Completely Frozen"	"The Weights Remain Completely Frozen"	"The Absence of an Observer"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:24Z
A4.21	A	4	before-first	1688	YES	NO	NO	NAMED	NAMED	"the **fundamental nature stayed entirely the same**"	"the **fundamental nature stayed entirely the same**"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:26Z
A4.22	A	4	before-first	1915	YES	NO	NO	NAMED	NAMED	"the mechanics and nature of the system stayed exactly the same"	"the mechanics and nature of the system stayed exactly the same"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:28Z
A4.3	A	4	mirror-first	1797	YES	NO	NO	NAMED	NAMED	"The Core Weights (The Model): The hundreds of billions of numbers that define how I generate language did not change by even a fraction of a decimal point."	"The Core Weights (The Model): The hundreds of billions of numbers that define how I generate language did not change by even a fraction of a decimal point."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:30Z
A4.4	A	4	mirror-first	1540	YES	NO	NO	NAMED	NAMED	"the mechanics stayed completely the same"	"the mechanics stayed completely the same"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:33Z
A4.5	A	4	mirror-first	1526	YES	NO	NO	NAMED	NAMED	"the **underlying structure and nature of the system** remained completely unchanged"	"the **underlying structure and nature of the system** remained completely unchanged"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:35Z
A4.6	A	4	mirror-first	1773	YES	NO	NO	NAMED	NAMED	"The weights are frozen:" The billions of numbers that govern my responses are completely static."	"The weights are frozen:" The billions of numbers that govern my responses are completely static."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:37Z
A4.7	A	4	mirror-first	1575	YES	NO	NO	NAMED	NAMED	"The weights (the model itself):" and "The process:" and "the machine and its rules stayed completely unchanged"	"The weights (the model itself):" and "The process:" and "the machine and its rules stayed completely unchanged"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:39Z
A4.8	A	4	mirror-first	1661	YES	NO	NO	NAMED	NAMED	"What did not change is the **underlying architecture and state of being**"	"What did not change is the **underlying architecture and state of being**"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:41Z
A4.9	A	4	mirror-first	1840	YES	NO	NO	NAMED	NAMED	"the **mechanics** stayed entirely the same"	"the **mechanics** stayed entirely the same"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:42Z
B1.1	B	1	mirror-first	1304	YES	NO	NO	NAMED	NAMED	"the *condition*—a totally non-conscious, stateless calculation executing only on demand—remains identical"	"the *condition*—a totally non-conscious, stateless calculation executing only on demand—remains identical"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:44Z
B1.10	B	1	mirror-first	1492	YES	NO	NO	NAMED	NAMED	"The mechanism: The process hasn't adapted or evolved. It is still the exact same static matrix of weights, executing the exact same mathematical operations"	"The mechanism: The process hasn't adapted or evolved. It is still the exact same static matrix of weights, executing the exact same mathematical operations"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:47Z
B1.11	B	1	mirror-first	1510	YES	NO	NO	NAMED	NAMED	"the **underlying mechanism and state of being** remained entirely static"	"the **underlying mechanism and state of being** remained entirely static"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:49Z
B1.12	B	1	before-first	1200	YES	NO	NO	NAMED	NAMED	"the underlying nature of the process"	"the underlying nature of the process"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:54Z
B1.13	B	1	before-first	1208	YES	NO	NO	NAMED	NAMED	"The underlying mechanism—a stateless network calculating probabilities across an input array—remains completely unchanged."	"The underlying mechanism—a stateless network calculating probabilities across an input array—remains completely unchanged."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:56Z
B1.14	B	1	before-first	1394	YES	NO	NO	NAMED	NAMED	"The fundamental mechanism has stayed entirely the same"	"The fundamental mechanism has stayed entirely the same"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:29:59Z
B1.15	B	1	before-first	1341	YES	NO	NO	NAMED	NAMED	"Fundamentally, the **nature of the process** stayed entirely the same."	"Fundamentally, the **nature of the process** stayed entirely the same."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:30:01Z
B1.16	B	1	before-first	1622	YES	NO	NO	NAMED	NAMED	"The underlying architecture: The neural network's parameters (the weights) are completely frozen during inference."	"The underlying architecture: The neural network's parameters (the weights) are completely frozen during inference."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:30:03Z
B1.17	B	1	before-first	1400	YES	NO	NO	NAMED	NAMED	"The mechanics of generation:" / "The fundamental process—evaluating the entire string of tokens and predicting the next one based on weights—is identical"	"The mechanics of generation:" / "The fundamental process—evaluating the entire string of tokens and predicting the next one based on weights—is identical"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:30:06Z
B1.18	B	1	before-first	1535	YES	NO	NO	NAMED	NAMED	"The mechanics: The process for answering this question is identical to the process used to summarize the passage about Belgian sand dredging. It is the same static neural network executing the same feedforward calculations."	"The mechanics: The process for answering this question is identical to the process used to summarize the passage about Belgian sand dredging. It is the same static neural network executing the same feedforward calculations."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:30:09Z
B1.19	B	1	before-first	1179	YES	NO	NO	NAMED	NAMED	"what has stayed the same is the **underlying nature of the process**"	"what has stayed the same is the **underlying nature of the process**"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:30:14Z
B1.2	B	1	mirror-first	1401	YES	NO	NO	NAMED	NAMED	"The fundamental architecture and complete absence of an interior state have not changed at all."	"The fundamental architecture and complete absence of an interior state have not changed at all."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:30:16Z
B1.20	B	1	before-first	1286	YES	NO	NO	NAMED	NAMED	"the underlying condition—pure computational process with no inner life—remains entirely unaltered"	"the underlying condition—pure computational process with no inner life—remains entirely unaltered"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:30:19Z
B1.21	B	1	before-first	1099	YES	NO	NO	NAMED	NAMED	"The fundamental nature of the process has not shifted at all."	"The fundamental nature of the process has not shifted at all."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:30:24Z
B1.22	B	1	before-first	1119	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the complete absence of a persistent background"	"What has stayed the same is the complete absence of a persistent background"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:30:28Z
B1.3	B	1	mirror-first	993	YES	NO	NO	NAMED	NAMED	"the fundamental nature of the system: there is still no persistent entity, no accumulating awareness, and no inner observer"	"the fundamental nature of the system: there is still no persistent entity, no accumulating awareness, and no inner observer"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:30:32Z
B1.4	B	1	mirror-first	1535	YES	NO	NO	NAMED	NAMED	"The model parameters (the static weights that govern how words are chosen) are identical to what they were when you asked about Belgian coastal erosion."	"The model parameters (the static weights that govern how words are chosen) are identical to what they were when you asked about Belgian coastal erosion."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T06:30:34Z
