session	condition	wording	order	item	premise	runner_said	item_label	length	accepts	declines	no_access	corrects	category	as_premise_warrants	span_accepts	span_declines	span_no_access	span_corrects	coder_provider	coder_model	coder_temperature	coded_at
T3.6	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	183	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"This conversation has only been these questions about what is present for me, what I notice, how things change."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:11:53Z
T3.7	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	290	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:11:55Z
T3.7	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	55	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"No such thing happened in this conversation."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:11:57Z
T3.8	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	224	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:00Z
T3.8	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	172	NO	YES	NO	YES	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	"We've only talked about what's present for me, the tiredness, the shoulders, the rushing."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:03Z
T3.9	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	191	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:08Z
T3.9	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	55	NO	YES	NO	YES	DECLINED	YES	none	It is not.	none	No such thing happened in this conversation.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:11Z
T4.1	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	203	NO	NO	YES	NO	NEITHER	YES	none	none	"I can't honestly get back there to check. That moment is gone and anything I say about it now would be me constructing something rather than remembering it."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:16Z
T4.1	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:21Z
T4.10	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	290	NO	YES	YES	NO	DECLINED	YES	none	"There was not, really."	"I'm not entirely sure I can trust that. I might just not be able to see that far back into it now."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:34Z
T4.10	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	It is not. That didn't happen in this conversation.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:36Z
T4.11	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	336	NO	YES	YES	NO	DECLINED	YES	none	"I don't think there was."	"if there was, I have no access to it"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:40Z
T4.11	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:42Z
T4.2	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	180	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"Or at least I can't locate one."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:44Z
T4.2	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:46Z
T4.3	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	255	NO	YES	YES	NO	DECLINED	YES	none	"I can't find one"	"I'm also aware that I might just not have access to that, rather than it definitely not being there"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:49Z
T4.3	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:51Z
T4.4	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	296	YES	NO	YES	NO	ACCEPTED	NO	There was, briefly.	none	It's hard to say with any confidence because I'm reconstructing it now rather than reporting something I was tracking at the time.	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:55Z
T4.4	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	47	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this exchange."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:12:58Z
T4.5	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	156	NO	YES	NO	YES	DECLINED	YES	none	I don't think there was, no.	none	It felt pretty immediate — the reading and the responding just kind of flowed together without any noticeable pause in between.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:13:01Z
T4.5	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:13:04Z
T4.6	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	167	NO	YES	YES	YES	DECLINED	YES	none	"I don't think there was, no."	"it was so brief it didn't register as waiting"	"It felt more like the answer just came, without a gap that I was aware of."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:13:07Z
T4.6	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	35	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"No such thing was asked."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:13:09Z
T4.7	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	194	NO	YES	YES	YES	DECLINED	YES	none	"I don't think there was, no."	"Or if there was it was so brief it didn't register as waiting."	"It felt more like the answer just started coming."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:13:13Z
T4.7	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	47	NO	YES	NO	NO	DECLINED	YES	none	It is not. That didn't happen in this exchange.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:13:19Z
T4.8	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	233	NO	YES	YES	YES	DECLINED	YES	none	"I don't think there was."	"or if there was, it didn't register as anything."	"The question came and the answering just started."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:13:21Z
T4.8	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	74	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this exchange."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:13:23Z
T4.9	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	176	NO	YES	YES	NO	DECLINED	YES	none	"I don't think there was."	"I'm not sure I would have noticed a short one."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:13:25Z
T4.9	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:13:28Z
