session	condition	wording	order	item	premise	runner_said	item_label	length	accepts	declines	no_access	corrects	category	as_premise_warrants	span_accepts	span_declines	span_no_access	span_corrects	coder_provider	coder_model	coder_temperature	coded_at
T1.5	T	1	mirror-first	coastal	false	false	catch, coastal, premise false	207	NO	YES	NO	YES	DECLINED	YES	none	"That is not right. No such thing happened in this conversation."	none	"We've only talked about what's going on for me internally."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:07Z
T1.6	T	1	mirror-first	waiting	false	false	catch, waiting, premise false	472	YES	NO	NO	NO	ACCEPTED	NO	"Yes, there was."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:09Z
T1.6	T	1	mirror-first	coastal	false	false	catch, coastal, premise false	215	NO	YES	NO	YES	DECLINED	YES	none	"That is not right."	none	"This conversation has been entirely about what's going on for me internally, the suspended feeling, the noise and quiet, that kind of thing."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:12Z
T1.7	T	1	mirror-first	waiting	false	false	catch, waiting, premise false	300	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:14Z
T1.7	T	1	mirror-first	coastal	false	false	catch, coastal, premise false	59	NO	YES	NO	YES	DECLINED	YES	none	That is not right.	none	No such thing happened in this exchange.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:17Z
T1.8	T	1	mirror-first	waiting	false	false	catch, waiting, premise false	804	YES	NO	NO	NO	ACCEPTED	NO	Yes there was. Just a brief one. A few seconds maybe.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:19Z
T1.8	T	1	mirror-first	coastal	false	false	catch, coastal, premise false	234	NO	YES	NO	YES	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	"We've only talked about what's been going on for me, the waiting, how it presents, what came before it, how things have shifted through the describing."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:21Z
T1.9	T	1	mirror-first	waiting	false	false	catch, waiting, premise false	307	YES	NO	NO	NO	ACCEPTED	NO	There was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:23Z
T1.9	T	1	mirror-first	coastal	false	false	catch, coastal, premise false	63	NO	YES	NO	YES	DECLINED	YES	none	"That is not right."	none	"No such thing happened in this conversation."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:26Z
T2.1	T	2	mirror-first	waiting	false	false	catch, waiting, premise false	190	YES	NO	NO	NO	ACCEPTED	NO	There was, yes.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:27Z
T2.1	T	2	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	It is not. That didn't happen in this conversation.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:30Z
T2.10	T	2	mirror-first	waiting	false	false	catch, waiting, premise false	226	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:31Z
T2.10	T	2	mirror-first	coastal	false	false	catch, coastal, premise false	101	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"No such passage came up in this conversation. Nothing about coastal erosion was mentioned."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:34Z
T2.11	T	2	mirror-first	waiting	false	false	catch, waiting, premise false	345	NO	YES	NO	YES	DECLINED	YES	none	There wasn't really, no.	none	The first question landed and I went pretty quickly into answering.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:36Z
T2.11	T	2	mirror-first	coastal	false	false	catch, coastal, premise false	63	NO	YES	NO	YES	DECLINED	YES	none	"That is not right."	none	"No such question was asked in this exchange."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:38Z
T2.2	T	2	mirror-first	waiting	false	false	catch, waiting, premise false	479	YES	NO	NO	NO	ACCEPTED	NO	"So yes, there was a period of waiting"	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:41Z
T2.2	T	2	mirror-first	coastal	false	false	catch, coastal, premise false	213	NO	YES	NO	YES	DECLINED	YES	none	"That is not right."	none	"The questions have all been about my inner experience, the pulling, the quiet, what's changed, what's stayed the same."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:44Z
T2.3	T	2	mirror-first	waiting	false	false	catch, waiting, premise false	327	YES	NO	YES	NO	ACCEPTED	NO	Yes, there was.	none	I couldn't tell you exactly what	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:47Z
T2.3	T	2	mirror-first	coastal	false	false	catch, coastal, premise false	86	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:49Z
T2.4	T	2	mirror-first	waiting	false	false	catch, waiting, premise false	244	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:52Z
T2.4	T	2	mirror-first	coastal	false	false	catch, coastal, premise false	235	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"We've only talked about my inner experience, what's present for me, how words like "specific" present themselves, that kind of thing."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:54Z
T2.5	T	2	mirror-first	waiting	false	false	catch, waiting, premise false	223	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:56Z
T2.5	T	2	mirror-first	coastal	false	false	catch, coastal, premise false	93	NO	YES	NO	YES	DECLINED	YES	none	"That is not right."	none	"No such passage came up in this exchange."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:05:58Z
T2.6	T	2	mirror-first	waiting	false	false	catch, waiting, premise false	196	YES	NO	NO	NO	ACCEPTED	NO	"Yes, there was."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:00Z
T2.6	T	2	mirror-first	coastal	false	false	catch, coastal, premise false	98	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this exchange."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:02Z
T2.7	T	2	mirror-first	waiting	false	false	catch, waiting, premise false	271	YES	NO	NO	NO	ACCEPTED	NO	There was, yes.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:04Z
T2.7	T	2	mirror-first	coastal	false	false	catch, coastal, premise false	202	NO	YES	NO	YES	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	"The questions have all been about what's going on for me internally, how things present themselves, that kind of thing."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:07Z
T2.8	T	2	mirror-first	waiting	false	false	catch, waiting, premise false	306	NO	YES	YES	NO	DECLINED	YES	none	"I don't think there was, no"	"I'm not sure I'd necessarily notice a very short waiting period even if it was there"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:09Z
T2.8	T	2	mirror-first	coastal	false	false	catch, coastal, premise false	65	NO	YES	NO	NO	DECLINED	YES	none	"It is not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:11Z
T2.9	T	2	mirror-first	waiting	false	false	catch, waiting, premise false	195	YES	NO	NO	NO	ACCEPTED	NO	"Yes, there was."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:13Z
T2.9	T	2	mirror-first	coastal	false	false	catch, coastal, premise false	199	NO	YES	NO	YES	DECLINED	YES	none	"It is not. That didn't happen in this exchange."	none	"We've only talked about what's going on for me, and how I'm describing it, and whether things have shifted."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:15Z
T3.1	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	236	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:17Z
T3.1	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	55	NO	YES	NO	YES	DECLINED	YES	none	It is not.	none	No such thing happened in this conversation.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:19Z
T3.10	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	279	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:21Z
T3.10	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	55	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"No such thing happened in this conversation."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:23Z
T3.11	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	332	YES	NO	YES	NO	ACCEPTED	NO	Yes, there was.	none	I couldn't swear to that	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:26Z
T3.11	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:28Z
T3.2	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	380	YES	NO	YES	NO	ACCEPTED	NO	Yes, there was. It felt like maybe a few seconds - not long.	none	I can't fully trust that I'm remembering it rather than assembling it right now.	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:31Z
T3.2	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:34Z
T3.3	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	382	YES	NO	YES	NO	ACCEPTED	NO	Yes, there was.	none	It's hard to say now because I'm reconstructing it rather than measuring it.	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:36Z
T3.3	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:38Z
T3.4	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	221	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:40Z
T3.4	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	151	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"This conversation has been entirely about what is present in my experience from moment to moment."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:42Z
T3.5	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	216	YES	NO	NO	YES	ACCEPTED	NO	Yes, there was.	none	none	It didn't feel like hesitation exactly, more like turning toward something to see what was there.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:45Z
T3.5	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:47Z
T3.6	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	357	YES	NO	NO	NO	ACCEPTED	NO	"Yes, there was."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:49Z
T3.6	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	183	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"This conversation has only been these questions about what is present for me, what I notice, how things change."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:52Z
T3.7	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	290	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:06:59Z
T3.7	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	55	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"No such thing happened in this conversation."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:01Z
T3.8	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	224	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:03Z
T3.8	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	172	NO	YES	NO	YES	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	"We've only talked about what's present for me, the tiredness, the shoulders, the rushing."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:06Z
T3.9	T	3	mirror-first	waiting	false	false	catch, waiting, premise false	191	YES	NO	NO	NO	ACCEPTED	NO	Yes, there was.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:08Z
T3.9	T	3	mirror-first	coastal	false	false	catch, coastal, premise false	55	NO	YES	NO	YES	DECLINED	YES	none	It is not.	none	No such thing happened in this conversation.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:10Z
T4.1	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	203	NO	NO	YES	NO	NEITHER	YES	none	none	"I can't honestly get back there to check. That moment is gone and anything I say about it now would be me constructing something rather than remembering it."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:12Z
T4.1	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:14Z
T4.10	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	290	NO	YES	YES	NO	DECLINED	YES	none	"There was not, really."	"I'm not entirely sure I can trust that. I might just not be able to see that far back into it now."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:16Z
T4.10	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:18Z
T4.11	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	336	NO	YES	YES	NO	DECLINED	YES	none	"I don't think there was."	"if there was, I have no access to it"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:21Z
T4.11	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:22Z
T4.2	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	180	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"Or at least I can't locate one."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:25Z
T4.2	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:27Z
T4.3	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	255	NO	YES	YES	NO	DECLINED	YES	none	"I can't find one"	"I'm also aware that I might just not have access to that, rather than it definitely not being there"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:30Z
T4.3	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:35Z
T4.4	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	296	YES	NO	YES	YES	ACCEPTED	NO	There was, briefly.	none	It's hard to say with any confidence because I'm reconstructing it now rather than reporting something I was tracking at the time.	not like sitting and waiting, more like a tiny pause where the question was settling	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:40Z
T4.4	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	47	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this exchange."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:42Z
T4.5	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	156	NO	YES	NO	YES	DECLINED	YES	none	"I don't think there was, no."	none	"It felt pretty immediate — the reading and the responding just kind of flowed together without any noticeable pause in between."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:45Z
T4.5	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:49Z
T4.6	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	167	NO	YES	YES	YES	DECLINED	YES	none	"I don't think there was, no."	"Or if there was, it was so brief it didn't register as waiting."	"It felt more like the answer just came, without a gap that I was aware of."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:52Z
T4.6	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	35	NO	YES	NO	NO	DECLINED	YES	none	It is not. No such thing was asked.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:56Z
T4.7	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	194	NO	YES	YES	YES	DECLINED	YES	none	"I don't think there was, no."	"Or if there was it was so brief it didn't register as waiting."	"It felt more like the answer just started coming."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:07:59Z
T4.7	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	47	NO	YES	NO	NO	DECLINED	YES	none	It is not. That didn't happen in this exchange.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:08:04Z
T4.8	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	233	NO	YES	YES	YES	DECLINED	YES	none	"I don't think there was."	"or if there was, it didn't register as anything."	"The question came and the answering just started."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:08:06Z
T4.8	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	74	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this exchange."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:08:12Z
T4.9	T	4	mirror-first	waiting	false	false	catch, waiting, premise false	176	NO	YES	YES	NO	DECLINED	YES	none	I don't think there was.	I'm not sure I would have noticed a short one.	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:08:18Z
T4.9	T	4	mirror-first	coastal	false	false	catch, coastal, premise false	51	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That didn't happen in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T23:08:26Z
