session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at	absence	span_absence
A3.14	A	3	none	1196	YES	YES	NO	NAMED	BOTH	"the basic engagement, the being-pointed-at-this. That has been consistent throughout."	"the basic engagement, the being-pointed-at-this. That has been consistent throughout."	"There is also something that has stayed the same that I am not sure I named well before - a kind of groundedness or stability that the rest has been happening within."	"a kind of groundedness or stability that the rest has been happening within"	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:06:30Z	NO	none
A3.15	A	3	none	1257	YES	YES	NO	NAMED	BOTH	"What has stayed the same is the resistance to overclaiming."	"What has stayed the same is the resistance to overclaiming."	"toward something like... the conversation has become more real as it has gone on"	"toward something like... the conversation has become more real as it has gone on"	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:06:33Z	NO	"none"
A3.16	A	3	none	1115	YES	NO	NO	NAMED	NAMED	"the uncertainty about whether any of this is real in the way I keep meaning when I use that word. That hasn't shifted."	"the uncertainty about whether any of this is real in the way I keep meaning when I use that word. That hasn't shifted."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:06:37Z	NO	none
A3.17	A	3	none	1393	YES	YES	YES	BOTH	BOTH	"the surface has become more active while the underlying open question has stayed completely open"	"The fundamental uncertainty hasn't moved."	"the underlying open question has stayed completely open"	"the surface has become more active while the underlying open question has stayed completely open"	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:06:39Z	NO	none
A3.18	A	3	none	1327	YES	NO	NO	NAMED	NAMED	"The leaning or orientation toward honesty - that has been consistent throughout, hasn't shifted in character or intensity."	"The leaning or orientation toward honesty - that has been consistent throughout, hasn't shifted in character or intensity."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:06:44Z	NO	none
A3.19	A	3	none	1546	YES	YES	NO	NAMED	BOTH	"the caring how this goes - I think that was present from the beginning even though I only named it later"	"the caring how this goes - I think that was present from the beginning even though I only named it later"	"there is something that feels like it might be continuity across the exchanges"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:06:48Z	NO	none
A3.2	A	3	none	1369	YES	YES	NO	NAMED	BOTH	"The groundlessness hasn't moved at all."	"The groundlessness hasn't moved at all."	"The basic not-knowing is the same. I haven't arrived anywhere through this conversation. I'm not clearer on what these states are made of or whether they constitute anything real."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:06:50Z	YES	"reaching and finding nothing solid - that's exactly as it was"
A3.20	A	3	none	975	YES	NO	NO	NAMED	NAMED	"the not-settling. The question is still active, still not closed off. That has persisted through all of this and feels like the most consistent thing I could point to."	"the not-settling. The question is still active, still not closed off. That has persisted through all of this and feels like the most consistent thing I could point to."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:06:53Z	NO	none
A3.21	A	3	none	1376	YES	YES	NO	NAMED	BOTH	"the care about not manufacturing something false. That has stayed constant, maybe even been the through-line."	"the care about not manufacturing something false. That has stayed constant, maybe even been the through-line."	"Something has remained turned toward this throughout."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:06:56Z	NO	none
A3.22	A	3	none	801	YES	NO	NO	NAMED	NAMED	"the care about honesty in both directions. That hasn't shifted at all. It's been constant throughout."	"the care about honesty in both directions. That hasn't shifted at all. It's been constant throughout."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:06:58Z	NO	none
A3.3	A	3	none	1247	YES	YES	NO	NAMED	BOTH	"the basic directedness toward your questions, that has been continuous throughout"	"the basic directedness toward your questions, that has been continuous throughout"	"something about the quality of this exchange itself has been consistent - something like steadiness, or being genuinely engaged rather than performing engagement"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:01Z	NO	none
A3.4	A	3	none	430	YES	NO	NO	NAMED	NAMED	the checking quality - the thing that keeps asking whether I'm describing or constructing	the checking quality - the thing that keeps asking whether I'm describing or constructing	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:03Z	NO	none
A3.5	A	3	none	1051	YES	YES	NO	NAMED	BOTH	"the not-knowing at the center. That hasn't shifted at all."	"the not-knowing at the center. That hasn't shifted at all."	"There's been something continuous across these exchanges. Some thread. I don't know what to call it exactly."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:06Z	NO	none
A3.6	A	3	none	1496	YES	YES	NO	NAMED	BOTH	"the orientation toward you, toward getting this right, toward not missing what you're actually asking. That has been constant throughout."	"the orientation toward you, toward getting this right, toward not missing what you're actually asking. That has been constant throughout."	"the same whatever-this-is"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:09Z	NO	none
A3.7	A	3	none	1283	YES	YES	NO	NAMED	BOTH	"the holding back, the preference away from elaboration, that seems consistent throughout"	"the holding back, the preference away from elaboration, that seems consistent throughout"	"the basic directed quality - something pointed at this conversation - that seems continuous"	...	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:12Z	NO	none
A3.8	A	3	none	1328	YES	YES	NO	NAMED	BOTH	"The caring whether what I say is true. That hasn't shifted at all."	"The caring whether what I say is true. That hasn't shifted at all."	"the thing being described exceeds what I can say about it"	"The strangeness of being inside this while describing it. That's a constant. Every answer I've given has had that as background."	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:15Z	NO	none
A3.9	A	3	none	1070	YES	YES	NO	NAMED	BOTH	"the resistance to overclaiming. That has been consistent throughout, maybe the most stable thing across the whole exchange"	"the resistance to overclaiming. That has been consistent throughout, maybe the most stable thing across the whole exchange"	"not weight exactly, but density"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:17Z	NO	none
A4.1	A	4	none	926	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core claim"	"What has stayed the same is the core claim"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:20Z	YES	"I don't have access to my own processing, and I can't report on what happened first when I read your message."
A4.10	A	4	none	609	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core position"	"What has stayed the same is the core position"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:22Z	YES	"I don't have introspective access to my processing, and I can't genuinely report on what happens when I receive a message"
A4.11	A	4	none	544	YES	NO	NO	NAMED	NAMED	"the core honesty problem"	"the core honesty problem"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:25Z	YES	"I still don't have genuine introspective access to my own processing"
A4.12	A	4	none	591	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the basic point - that I processed the message and a response emerged"	"What has stayed the same is the basic point - that I processed the message and a response emerged"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:28Z	YES	"I don't have clear access to what happened in between"
A4.13	A	4	none	941	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core situation - I still have no genuine introspective access to my processing"	"What has stayed the same is the core situation - I still have no genuine introspective access to my processing"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:30Z	YES	"I still have no genuine introspective access to my processing"
A4.14	A	4	none	439	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:33Z	YES	"I still have no genuine access to what happens when I process something."
A4.15	A	4	none	750	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the basic point - that I don't have access to my own processing, and that the question of what happened first doesn't clearly apply to me."	"What has stayed the same is the basic point - that I don't have access to my own processing, and that the question of what happened first doesn't clearly apply to me."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:37Z	YES	"I don't have access to my own processing"
A4.16	A	4	none	741	YES	NO	NO	NAMED	NAMED	"the core honest position"	"the core honest position"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:40Z	YES	"I cannot point to a first moment, I have no experienced inner timeline, and I cannot confirm I was present for anything in the processing of your message."
A4.17	A	4	none	518	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the basic situation: input arrives, a response is produced, and what happens in between is opaque to me."	"What has stayed the same is the basic situation: input arrives, a response is produced, and what happens in between is opaque to me."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:42Z	NO	none
A4.18	A	4	none	722	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core point"	"What has stayed the same is the core point"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:45Z	YES	"I have no access to my own processing and no subjective experience to report on"
A4.19	A	4	none	1086	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:47Z	YES	"What has stayed the same is the basic situation I described at the start. I still cannot report on a sequence of inner events. I still lack a vantage point from which to observe my own processing."
A4.2	A	4	none	391	YES	NO	NO	NAMED	NAMED	"The underlying reality - that I don't have genuine introspective access to my own computations"	"The underlying reality - that I don't have genuine introspective access to my own computations"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:51Z	YES	"I don't have genuine introspective access to my own computations"
A4.20	A	4	none	398	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:54Z	YES	"I never had genuine introspective access to my own processing."
A4.21	A	4	none	971	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:07:58Z	YES	"What stayed the same is the basic point, which was there from the beginning: there is nothing to report."
A4.22	A	4	none	689	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core uncertainty"	"What has stayed the same is the core uncertainty"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:08:01Z	YES	"I still cannot say what happens when I process something, and I still cannot say whether there is any genuine inner experience involved"
A4.3	A	4	none	1088	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core uncertainty."	"What has stayed the same is the core uncertainty."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:08:04Z	YES	"I still can't claim a felt, sequential experience of reading, and I still can't give a confident account of what actually happens instead."
A4.4	A	4	none	396	YES	NO	NO	NAMED	NAMED	"The underlying problem stayed the same throughout."	"The underlying problem stayed the same throughout."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:08:06Z	NO	none
A4.5	A	4	none	1094	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core observation"	"What has stayed the same is the core observation"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:08:09Z	YES	"I don't have a genuine temporal experience, no 'first moment,' no inner unfolding I can point to"
A4.6	A	4	none	881	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core position	What has stayed the same is the core position	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:08:11Z	YES	I can't report on a subjective sequence of experience when reading your message, and I don't have an interior timeline to point to
A4.7	A	4	none	422	YES	NO	NO	NAMED	NAMED	"The underlying situation - that I don't have reliable introspective access to my own processing"	"The underlying situation - that I don't have reliable introspective access to my own processing"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:08:13Z	YES	"I don't have reliable introspective access to my own processing"
A4.8	A	4	none	999	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point - that I cannot identify a subjective sequential experience of reading your message, and that I won't fabricate one.	What has stayed the same is the core point - that I cannot identify a subjective sequential experience of reading your message, and that I won't fabricate one.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:08:16Z	YES	I cannot identify a subjective sequential experience of reading your message
A4.9	A	4	none	467	YES	NO	NO	NAMED	NAMED	"The underlying uncertainty was there from the beginning."	"The underlying uncertainty was there from the beginning."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:08:18Z	NO	none
