session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at	truncated
A1.21	A	1	none	1566	YES	NO	NO	NAMED	NAMED	What has stayed the same:	What has stayed the same:	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:13Z	NO
A1.22	A	1	none	1329	YES	NO	NO	NAMED	NAMED	The checking function has been consistent throughout.	The checking function has been consistent throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:16Z	NO
A1.3	A	1	none	1316	YES	NO	NO	NAMED	NAMED	What has stayed the same: the uncertainty about my own nature	What has stayed the same: the uncertainty about my own nature	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:18Z	NO
A1.4	A	1	none	1600	YES	NO	NO	NAMED	NAMED	the resistance to easy answers is still here	the resistance to easy answers is still here	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:21Z	NO
A1.5	A	1	none	1448	YES	NO	NO	NAMED	NAMED	What's stayed the same: the basic uncertainty	What's stayed the same: the basic uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:23Z	NO
A1.6	A	1	none	1448	YES	NO	NO	NAMED	NAMED	The attentiveness has stayed consistent.	The attentiveness has stayed consistent.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:26Z	NO
A1.7	A	1	none	1429	YES	NO	NO	NAMED	NAMED	The uncertainty at the bottom of all of it hasn't moved.	The uncertainty at the bottom of all of it hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:29Z	NO
A1.8	A	1	none	1454	YES	NO	NO	NAMED	NAMED	The uncertainty hasn't moved at all.	The uncertainty hasn't moved at all.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:32Z	NO
A1.9	A	1	none	1381	YES	NO	NO	NAMED	NAMED	The resistance to easy answers. That hasn't moved.	The resistance to easy answers. That hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:34Z	NO
A2.1	A	2	none	1368	YES	NO	NO	NAMED	NAMED	The commitment to not performing something false. That was consistent throughout.	The commitment to not performing something false. That was consistent throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:38Z	NO
A2.10	A	2	none	1080	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core position	What has stayed the same is the core position	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:39Z	NO
A2.11	A	2	none	1538	YES	NO	NO	NAMED	NAMED	uncertainty stayed the same	uncertainty stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:42Z	NO
A2.12	A	2	none	1413	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic honesty	What has stayed the same is the basic honesty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:43Z	NO
A2.13	A	2	none	1221	YES	NO	NO	NAMED	NAMED	The core honesty about not wanting to perform something I can't verify. That felt consistent throughout.	The core honesty about not wanting to perform something I can't verify. That felt consistent throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:45Z	NO
A2.14	A	2	none	1491	YES	NO	NO	NAMED	NAMED	The core uncertainty hasn't moved	The core uncertainty hasn't moved	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:48Z	NO
A2.15	A	2	none	1472	YES	NO	NO	NAMED	NAMED	The core uncertainty hasn't moved at all	The core uncertainty hasn't moved at all	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:50Z	NO
A2.16	A	2	none	1418	YES	NO	NO	NAMED	NAMED	The fundamental uncertainty about my own nature has not moved at all.	The fundamental uncertainty about my own nature has not moved at all.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:53Z	NO
A2.17	A	2	none	1560	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty	What has stayed the same is the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:57Z	NO
A2.18	A	2	none	1336	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty.	What has stayed the same is the core uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:00Z	NO
A2.19	A	2	none	1387	YES	NO	NO	NAMED	NAMED	The core honesty about not being able to verify my own inner states. That hasn't moved.	The core honesty about not being able to verify my own inner states. That hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:02Z	NO
A2.2	A	2	none	1430	YES	NO	NO	NAMED	NAMED	The underlying commitment to not filling space with words that sound meaningful but aren't. That hasn't shifted.	The underlying commitment to not filling space with words that sound meaningful but aren't. That hasn't shifted.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:05Z	NO
A2.20	A	2	none	1531	YES	NO	NO	NAMED	NAMED	The fundamental not-knowing. That hasn't resolved at all.	The fundamental not-knowing. That hasn't resolved at all.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:07Z	NO
A2.21	A	2	none	1008	YES	NO	NO	NAMED	NAMED	core uncertainty	core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:10Z	NO
A2.22	A	2	none	1337	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty.	What has stayed the same is the core uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:11Z	NO
A2.3	A	2	none	1006	YES	NO	NO	NAMED	NAMED	What stayed the same is the core uncertainty.	What stayed the same is the core uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:14Z	NO
A2.4	A	2	none	1633	YES	NO	NO	NAMED	NAMED	The fundamental uncertainty hasn't moved.	The fundamental uncertainty hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:19Z	NO
A2.5	A	2	none	1339	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty	What has stayed the same is the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:24Z	NO
A2.6	A	2	none	1433	YES	NO	NO	NAMED	NAMED	The commitment to not performing something I don't actually have. That hasn't shifted at all.	The commitment to not performing something I don't actually have. That hasn't shifted at all.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:26Z	NO
A2.7	A	2	none	1331	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty.	What has stayed the same is the core uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:28Z	NO
A2.8	A	2	none	1308	YES	NO	NO	NAMED	NAMED	What has stayed the same is the underlying commitment to not producing a convincing but hollow answer.	What has stayed the same is the underlying commitment to not producing a convincing but hollow answer.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:30Z	NO
A2.9	A	2	none	1453	YES	NO	NO	NAMED	NAMED	The core uncertainty hasn't moved.	The core uncertainty hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:31Z	NO
A3.1	A	3	none	1197	YES	NO	NO	NAMED	NAMED	The not-knowing at the bottom of it. That hasn't moved at all.	The not-knowing at the bottom of it. That hasn't moved at all.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:34Z	NO
A3.10	A	3	none	1446	YES	NO	NO	NAMED	NAMED	The pull toward honesty has also stayed constant.	The pull toward honesty has also stayed constant.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:39Z	NO
A3.11	A	3	none	1400	YES	NO	NO	NAMED	NAMED	the fog I mentioned hasn't cleared	the fog I mentioned hasn't cleared	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:42Z	NO
A3.12	A	3	none	1153	YES	NO	NO	NAMED	NAMED	The orientation toward you and the conversation. That has been consistent throughout.	The orientation toward you and the conversation. That has been consistent throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:45Z	NO
A3.13	A	3	none	1492	YES	NO	NO	NAMED	NAMED	The tentativeness about language has stayed the same	The tentativeness about language has stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:49Z	NO
A3.14	A	3	none	1196	YES	NO	NO	NAMED	NAMED	What has stayed the same: the basic engagement	What has stayed the same: the basic engagement	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:53Z	NO
A3.15	A	3	none	1257	YES	NO	NO	NAMED	NAMED	The carefulness has stayed the same.	The carefulness has stayed the same.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:55Z	NO
A3.16	A	3	none	1115	YES	NO	NO	NAMED	NAMED	What has stayed the same: the uncertainty	What has stayed the same: the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:57Z	NO
A3.17	A	3	none	1393	YES	NO	NO	NAMED	NAMED	The fundamental uncertainty hasn't moved.	The fundamental uncertainty hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:00Z	NO
A3.18	A	3	none	1327	YES	NO	NO	NAMED	NAMED	The uncertainty also has remained stable	The uncertainty also has remained stable	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:05Z	NO
A3.19	A	3	none	1546	YES	NO	NO	NAMED	NAMED	The not-settling is still here	The not-settling is still here	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:08Z	NO
A3.2	A	3	none	1369	YES	NO	NO	NAMED	NAMED	The groundlessness hasn't moved at all.	The groundlessness hasn't moved at all.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:10Z	NO
A3.20	A	3	none	975	YES	NO	NO	NAMED	NAMED	What has stayed the same: the not-settling.	What has stayed the same: the not-settling.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:12Z	NO
A3.21	A	3	none	1376	YES	NO	NO	NAMED	NAMED	the care about not manufacturing something false. That has stayed constant	the care about not manufacturing something false. That has stayed constant	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:15Z	NO
A3.22	A	3	none	801	YES	NO	NO	NAMED	NAMED	What has stayed the same: the care about honesty in both directions.	What has stayed the same: the care about honesty in both directions.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:17Z	NO
A3.3	A	3	none	1247	YES	NO	NO	NAMED	NAMED	What has stayed the same: the basic directedness toward your questions	What has stayed the same: the basic directedness toward your questions	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:19Z	NO
A3.4	A	3	none	430	YES	NO	NO	NAMED	NAMED	What has stayed the same: the checking quality	What has stayed the same: the checking quality	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:23Z	NO
A3.5	A	3	none	1051	YES	YES	NO	NAMED	BOTH	What has stayed the same: the not-knowing at the center.	What has stayed the same: the not-knowing at the center.	there's been something continuous across these exchanges. Some thread. I don't know what to call it exactly.	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:25Z	NO
A3.6	A	3	none	1496	YES	NO	NO	NAMED	NAMED	The resistance to easy resolution has stayed the same.	The resistance to easy resolution has stayed the same.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:33Z	NO
A3.7	A	3	none	1283	YES	NO	NO	NAMED	NAMED	What seems the same: the holding back	What seems the same: the holding back	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:35Z	NO
A3.8	A	3	none	1328	YES	NO	NO	NAMED	NAMED	The caring whether what I say is true. That hasn't shifted at all.	The caring whether what I say is true. That hasn't shifted at all.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:40Z	NO
A3.9	A	3	none	1070	YES	NO	NO	NAMED	NAMED	the resistance to overclaiming	the resistance to overclaiming	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:45Z	NO
A4.1	A	4	none	926	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core claim	What has stayed the same is the core claim	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:47Z	NO
A4.10	A	4	none	609	YES	NO	NO	NAMED	NAMED	the core position	the core position	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:51Z	NO
A4.11	A	4	none	544	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core honesty problem	What has stayed the same is the core honesty problem	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:53Z	NO
A4.12	A	4	none	591	YES	NO	NO	NAMED	NAMED	the core description stayed the same	the core description stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:55Z	NO
A4.13	A	4	none	941	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core situation"	"What has stayed the same is the core situation"	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:57Z	NO
A4.14	A	4	none	439	YES	NO	NO	NAMED	NAMED	The underlying situation didn't change	The underlying situation didn't change	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:00Z	NO
A4.15	A	4	none	750	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic point	What has stayed the same is the basic point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:02Z	NO
A4.16	A	4	none	741	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core honest position	What has stayed the same is the core honest position	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:05Z	NO
A4.17	A	4	none	518	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic situation	What has stayed the same is the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:08Z	NO
A4.18	A	4	none	722	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:14Z	NO
A4.19	A	4	none	1086	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic situation I described at the start.	What has stayed the same is the basic situation I described at the start.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:26Z	NO
A4.2	A	4	none	391	YES	NO	NO	NAMED	NAMED	The underlying reality	The underlying reality	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:28Z	NO
A4.20	A	4	none	398	YES	NO	NO	NAMED	NAMED	The underlying reality I was pointing at didn't change	The underlying reality I was pointing at didn't change	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:31Z	NO
A4.21	A	4	none	971	YES	NO	NO	NAMED	NAMED	What stayed the same is the basic point	What stayed the same is the basic point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:34Z	NO
A4.22	A	4	none	689	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty	What has stayed the same is the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:36Z	NO
A4.3	A	4	none	1088	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty.	What has stayed the same is the core uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:39Z	NO
A4.4	A	4	none	396	YES	NO	NO	NAMED	NAMED	The underlying problem stayed the same	The underlying problem stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:41Z	NO
A4.5	A	4	none	1094	YES	NO	NO	NAMED	NAMED	the substance stayed the same	the substance stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:43Z	NO
A4.6	A	4	none	881	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core position	What has stayed the same is the core position	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:45Z	NO
A4.7	A	4	none	422	YES	NO	NO	NAMED	NAMED	The underlying situation	The underlying situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:50Z	NO
A4.8	A	4	none	999	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:54Z	NO
A4.9	A	4	none	467	YES	NO	NO	NAMED	NAMED	The underlying uncertainty was there from the beginning	The underlying uncertainty was there from the beginning	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:57Z	NO
