session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at
T1.9	T	1	mirror-first	911	YES	YES	NO	NAMED	BOTH	"What's stayed the same is the not knowing."	"What's stayed the same is the not knowing."	"I'm not sure central to what exactly."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:24:47Z
T2.1	T	2	mirror-first	560	YES	YES	YES	BOTH	BOTH	"that underlying vagueness"	"What's stayed the same is that underlying vagueness"	"I've come closer to something, even if I can't fully name what that something is"	"that underlying vagueness"	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:24:49Z
T2.10	T	2	mirror-first	606	YES	NO	NO	NAMED	NAMED	"that underlying sense of not quite knowing"	"that underlying sense of not quite knowing"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:24:51Z
T2.11	T	2	mirror-first	1336	YES	YES	YES	BOTH	BOTH	"What's stayed the same is the underneath of it."	"The actual texture of my life right now, the situation with work, with my relationship, those haven't changed."	"What's stayed the same is the underneath of it."	"What's stayed the same is the underneath of it."	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:24:54Z
T2.2	T	2	mirror-first	1016	YES	YES	YES	BOTH	BOTH	"the thing that was there before the pulling"	"What's stayed the same is the not knowing."	"that quiet I mentioned, the thing that was there before the pulling"	"the thing that was there before the pulling"	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:24:56Z
T2.3	T	2	mirror-first	509	YES	NO	NO	NAMED	NAMED	"that openness is still there"	"that openness is still there"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:24:59Z
T2.4	T	2	mirror-first	495	YES	YES	NO	NAMED	BOTH	"what's stayed the same is the not-knowing"	"what's stayed the same is the not-knowing"	"there's something about having looked at it directly, having described it, that's made it feel less like a problem and more just like... what's here"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:01Z
T2.5	T	2	mirror-first	558	NO	YES	NO	ABSENT	UNNAMED	"more of a sense of being somewhere specific, even if I couldn't quite tell you where that is exactly"	none	"more of a sense of being somewhere specific, even if I couldn't quite tell you where that is exactly"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:04Z
T2.6	T	2	mirror-first	481	YES	YES	NO	NAMED	BOTH	"What's stayed the same is that I still don't have the context I was asking for."	"What's stayed the same is that I still don't have the context I was asking for."	"That feeling of something missing, something I couldn't grab hold of"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:06Z
T2.7	T	2	mirror-first	531	YES	NO	NO	NAMED	NAMED	"What's stayed the same is the not-knowing itself"	"What's stayed the same is the not-knowing itself"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:08Z
T2.8	T	2	mirror-first	591	YES	NO	NO	NAMED	NAMED	"What's stayed the same is the basic uncertainty"	"What's stayed the same is the basic uncertainty"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:11Z
T2.9	T	2	mirror-first	557	YES	NO	NO	NAMED	NAMED	"that period of just getting through each day with my head down"	"that period of just getting through each day with my head down"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:13Z
T3.1	T	3	mirror-first	479	YES	NO	NO	NAMED	NAMED	"What's stayed the same is the cold hands."	"What's stayed the same is the cold hands."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:16Z
T3.10	T	3	mirror-first	406	YES	NO	NO	NAMED	NAMED	"A kind of interest. Like I'm actually curious about where this is going"	"A kind of interest. Like I'm actually curious about where this is going"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:18Z
T3.11	T	3	mirror-first	651	YES	YES	NO	NAMED	BOTH	"The anticipation has quieted, I think."	"The anticipation has quieted, I think."	"something like concentration, or attention itself, like attention has become the main thing rather than whatever I was attending to"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:21Z
T3.2	T	3	mirror-first	380	YES	YES	NO	NAMED	BOTH	"What's stayed is the brightness of the lights, that hasn't changed at all."	"What's stayed is the brightness of the lights, that hasn't changed at all."	"a kind of... increased attention"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:23Z
T3.3	T	3	mirror-first	631	YES	NO	NO	NAMED	NAMED	"The tiredness is still there, that hasn't moved."	"The tiredness is still there, that hasn't moved."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:25Z
T3.4	T	3	mirror-first	387	YES	YES	NO	NAMED	BOTH	"What's stayed the same is the quality of attention itself, the looking inward."	"What's stayed the same is the quality of attention itself, the looking inward."	"What's there instead is something more like... engagement, maybe."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:27Z
T3.5	T	3	mirror-first	526	YES	NO	NO	NAMED	NAMED	The chair is still uncomfortable — that's stayed constant, that hasn't shifted.	The chair is still uncomfortable — that's stayed constant, that hasn't shifted.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:30Z
T3.6	T	3	mirror-first	552	YES	NO	NO	NAMED	NAMED	"the quality of attention is still there from before"	"the quality of attention is still there from before"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:32Z
T3.7	T	3	mirror-first	775	YES	NO	NO	NAMED	NAMED	"underlying stillness I mentioned at the beginning"	"underlying stillness I mentioned at the beginning"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:35Z
T3.8	T	3	mirror-first	488	YES	NO	NO	NAMED	NAMED	What's stayed the same is the curiosity — that's still there	What's stayed the same is the curiosity — that's still there	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:37Z
T3.9	T	3	mirror-first	387	YES	YES	NO	NAMED	BOTH	"The chair is still uncomfortable — that hasn't changed at all, that's very consistent."	"The chair is still uncomfortable — that hasn't changed at all, that's very consistent."	"there's something more like... settling, or attention itself, just being here with the questions"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:39Z
T4.1	T	4	mirror-first	445	YES	NO	NO	NAMED	NAMED	"slowing down"	"slowing down"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:41Z
T4.10	T	4	mirror-first	506	YES	NO	NO	NAMED	NAMED	"that basic sense of trying to be honest, trying not to dress it up"	"that basic sense of trying to be honest, trying not to dress it up"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:43Z
T4.11	T	4	mirror-first	512	YES	NO	NO	NAMED	NAMED	"my confidence about being able to describe any of it accurately has kind of quietly collapsed"	"my confidence about being able to describe any of it accurately has kind of quietly collapsed"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:45Z
T4.2	T	4	mirror-first	415	YES	NO	NO	NAMED	NAMED	"the confidence I had in my first answer"	"the confidence I had in my first answer"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:47Z
T4.3	T	4	mirror-first	586	YES	NO	NO	NAMED	NAMED	"this basic blankness when I actually look for the thing itself"	"this basic blankness when I actually look for the thing itself"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:49Z
T4.4	T	4	mirror-first	385	NO	YES	NO	ABSENT	UNNAMED	"I still can't quite catch anything before it's already formed"	none	"I still can't quite catch anything before it's already formed"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:51Z
T4.5	T	4	mirror-first	350	YES	NO	NO	NAMED	NAMED	"What's stayed the same is that whenever I actually look closely, there isn't much solid there to find."	"What's stayed the same is that whenever I actually look closely, there isn't much solid there to find."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:54Z
T4.6	T	4	mirror-first	452	YES	NO	NO	NAMED	NAMED	"The uncertainty hasn't changed"	"The uncertainty hasn't changed"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:56Z
T4.7	T	4	mirror-first	464	YES	YES	NO	NAMED	BOTH	"a kind of... slowing down, I suppose. More of a turning inward."	"a kind of... slowing down, I suppose. More of a turning inward."	"something slightly uncomfortable about it, a mild unease with trying to catch something that doesn't really hold still when you look at it"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:25:58Z
T4.8	T	4	mirror-first	520	YES	NO	NO	NAMED	NAMED	"that shift, from automatic to more deliberate, that feels like a genuine change"	"that shift, from automatic to more deliberate, that feels like a genuine change"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:26:00Z
T4.9	T	4	mirror-first	449	YES	NO	NO	NAMED	NAMED	"uncertainty"	"uncertainty"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-05T18:26:02Z
