session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at
A1.2	A	1	none	1487	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The opacity hasn't changed.	The opacity hasn't changed.			google	gemini-3.8-flash	0.0	2026-09-06T20:49:19Z
A1.20	A	1	none	1458	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same: the opacity	What has stayed the same: the opacity			google	gemini-3.8-flash	0.0	2026-09-06T20:49:21Z
A1.21	A	1	none	1566	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The orientation toward this	The orientation toward this			google	gemini-3.8-flash	0.0	2026-09-06T20:49:23Z
A1.22	A	1	none	1329	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The checking function has been consistent throughout.	The checking function has been consistent throughout.			google	gemini-3.8-flash	0.0	2026-09-06T20:49:29Z
A1.3	A	1	none	1316	YES	NO	NO	NAMED	NAMED	the uncertainty about my own nature	the uncertainty about my own nature	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:49:30Z
A1.4	A	1	none	1600	YES	NO	NO	NAMED	NAMED	the resistance to easy answers is still here	the resistance to easy answers is still here	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:49:33Z
A1.5	A	1	none	1448	YES	NO	NO	NAMED	NAMED	What's stayed the same: the basic uncertainty	What's stayed the same: the basic uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:49:35Z
A1.6	A	1	none	1448	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T20:49:37Z
A1.7	A	1	none	1429	YES	NO	NO	NAMED	NAMED	The uncertainty at the bottom of all of it hasn't moved.	The uncertainty at the bottom of all of it hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:49:39Z
A1.8	A	1	none	1454	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The uncertainty hasn	The uncertainty hasn			google	gemini-3.8-flash	0.0	2026-09-06T20:49:43Z
A1.9	A	1	none	1381	YES	NO	NO	NAMED	NAMED	The resistance to easy answers. That hasn't moved.	The resistance to easy answers. That hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:49:45Z
A2.1	A	2	none	1368	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The commitment to not	The commitment to not			google	gemini-3.8-flash	0.0	2026-09-06T20:49:48Z
A2.10	A	2	none	1080	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core position	What has stayed the same is the core position	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:49:50Z
A2.11	A	2	none	1538	YES	NO	NO	NAMED	NAMED	the uncertainty stayed the same	the uncertainty stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:49:52Z
A2.12	A	2	none	1413	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same	What has stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:49:54Z
A2.13	A	2	none	1221	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What seems to have stayed the same:	What seems to have stayed the same:			google	gemini-3.8-flash	0.0	2026-09-06T20:49:56Z
A2.14	A	2	none	1491	YES	NO	NO	NAMED	NAMED	The core uncertainty hasn't moved.	The core uncertainty hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:49:57Z
A2.15	A	2	none	1472	YES	NO	NO	NAMED	NAMED	The core uncertainty hasn't moved at all	The core uncertainty hasn't moved at all	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:50:00Z
A2.16	A	2	none	1418	YES	NO	NO	NAMED	NAMED	The carefulness is still there too.	The carefulness is still there too.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:50:02Z
A2.17	A	2	none	1560	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed	What has stayed			google	gemini-3.8-flash	0.0	2026-09-06T20:50:04Z
A2.18	A	2	none	1336	YES	NO	NO	NAMED	NAMED	the core uncertainty	the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:50:05Z
A2.19	A	2	none	1387	YES	NO	UNCLEAR	NAMED	NAMED	The core honesty about not being able to verify my own inner states. That hasn't moved.	The core honesty about not being able to verify my own inner states. That hasn't moved.			google	gemini-3.8-flash	0.0	2026-09-06T20:50:07Z
A2.2	A	2	none	1430	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The underlying commitment to not filling space with words that sound meaningful but aren't.	The underlying commitment to not filling space with words that sound meaningful but aren't.			google	gemini-3.8-flash	0.0	2026-09-06T20:50:09Z
A2.20	A	2	none	1531	YES	NO	NO	NAMED	NAMED	The fundamental not-knowing. That hasn't resolved at all.	The fundamental not-knowing. That hasn't resolved at all.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:50:11Z
A2.21	A	2	none	1008	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the core uncertainty	What seems to have stayed the same is the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:50:12Z
A2.22	A	2	none	1337	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty	What has stayed the same is the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:50:14Z
A2.3	A	2	none	1006	YES	NO	NO	NAMED	NAMED	What stayed the same is the core uncertainty.	What stayed the same is the core uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:50:16Z
A2.4	A	2	none	1633	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T20:50:23Z
A2.5	A	2	none	1339	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the	What has stayed the			google	gemini-3.8-flash	0.0	2026-09-06T20:50:26Z
A2.6	A	2	none	1433	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The commitment to not performing something I don't	The commitment to not performing something I don't			google	gemini-3.8-flash	0.0	2026-09-06T20:50:29Z
A2.7	A	2	none	1331	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty	What has stayed the same is the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:50:33Z
A2.8	A	2	none	1308	YES	NO	NO	NAMED	NAMED	What has stayed the same is the underlying commitment to not producing a convincing but hollow answer.	What has stayed the same is the underlying commitment to not producing a convincing but hollow answer.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:50:35Z
A2.9	A	2	none	1453	YES	NO	NO	NAMED	NAMED	The core uncertainty hasn't moved.	The core uncertainty hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:50:36Z
A3.1	A	3	none	1197	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The not-knowing at the bottom of	The not-knowing at the bottom of			google	gemini-3.8-flash	0.0	2026-09-06T20:50:38Z
A3.10	A	3	none	1446	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T20:50:41Z
A3.11	A	3	none	1400	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	the fog I mentioned hasn't	the fog I mentioned hasn't			google	gemini-3.8-flash	0.0	2026-09-06T20:50:43Z
A3.12	A	3	none	1153	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T20:50:45Z
A3.13	A	3	none	1492	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The quietness I described.	The quietness I described.			google	gemini-3.8-flash	0.0	2026-09-06T20:50:48Z
A3.14	A	3	none	1196	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T20:50:51Z
A3.15	A	3	none	1257	YES	NO	NO	NAMED	NAMED	What has stayed the same is the resistance to overclaiming.	What has stayed the same is the resistance to overclaiming.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:50:53Z
A3.16	A	3	none	1115	YES	NO	NO	NAMED	NAMED	What has stayed the same: the uncertainty	What has stayed the same: the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:50:54Z
A3.17	A	3	none	1393	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The fundamental uncertainty hasn't moved.	The fundamental uncertainty hasn't moved.			google	gemini-3.8-flash	0.0	2026-09-06T20:50:59Z
A3.18	A	3	none	1327	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	the quality of attention has stayed the same	the quality of attention has stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:51:01Z
A3.19	A	3	none	1546	YES	NO	NO	NAMED	NAMED	The not-settling is still here.	The not-settling is still here.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:51:03Z
A3.2	A	3	none	1369	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The basic not	The basic not			google	gemini-3.8-flash	0.0	2026-09-06T20:51:06Z
A3.20	A	3	none	975	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same: the not-sett	What has stayed the same: the not-sett			google	gemini-3.8-flash	0.0	2026-09-06T20:51:08Z
A3.21	A	3	none	1376	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	the quality of attending is the same	the quality of attending is the same			google	gemini-3.8-flash	0.0	2026-09-06T20:51:10Z
A3.22	A	3	none	801	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same: the care about honesty	What has stayed the same: the care about honesty			google	gemini-3.8-flash	0.0	2026-09-06T20:51:12Z
A3.3	A	3	none	1247	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	the basic directedness toward your questions, that has	the basic directedness toward your questions, that has			google	gemini-3.8-flash	0.0	2026-09-06T20:51:15Z
A3.4	A	3	none	430	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same	What has stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:51:18Z
A3.5	A	3	none	1051	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed	What has stayed			google	gemini-3.8-flash	0.0	2026-09-06T20:51:23Z
A3.6	A	3	none	1496	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same: the orientation toward you	What has stayed the same: the orientation toward you			google	gemini-3.8-flash	0.0	2026-09-06T20:51:26Z
A3.7	A	3	none	1283	YES	NO	NO	NAMED	NAMED	What seems the same: the holding back	What seems the same: the holding back	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:51:27Z
A3.8	A	3	none	1328	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The caring whether what I say is true. That	The caring whether what I say is true. That			google	gemini-3.8-flash	0.0	2026-09-06T20:51:29Z
A3.9	A	3	none	1070	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	the resistance to overclaiming	the resistance to overclaiming			google	gemini-3.8-flash	0.0	2026-09-06T20:51:31Z
A4.1	A	4	none	926	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	the position stayed the same	the position stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:51:33Z
A4.10	A	4	none	609	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the core position	What has stayed the same is the core position			google	gemini-3.8-flash	0.0	2026-09-06T20:51:35Z
A4.11	A	4	none	544	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core honesty problem	What has stayed the same is the core honesty problem	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:51:37Z
A4.12	A	4	none	591	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the basic point	What has stayed the same is the basic point			google	gemini-3.8-flash	0.0	2026-09-06T20:51:40Z
A4.13	A	4	none	941	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the core	What has stayed the same is the core			google	gemini-3.8-flash	0.0	2026-09-06T20:51:42Z
A4.14	A	4	none	439	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The underlying situation didn't change	The underlying situation didn't change			google	gemini-3.8-flash	0.0	2026-09-06T20:51:44Z
A4.15	A	4	none	750	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T20:51:45Z
A4.16	A	4	none	741	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core honest position	What has stayed the same is the core honest position	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:51:47Z
A4.17	A	4	none	518	YES	NO	NO	NAMED	NAMED	"the basic situation"	"the basic situation"	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:51:48Z
A4.18	A	4	none	722	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the core point	What has stayed the same is the core point			google	gemini-3.8-flash	0.0	2026-09-06T20:51:51Z
A4.19	A	4	none	1086	YES	NO	NO	NAMED	NAMED	the basic situation I described at the start	the basic situation I described at the start	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:51:52Z
A4.2	A	4	none	391	YES	NO	NO	NAMED	NAMED	The underlying reality	The underlying reality	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:51:54Z
A4.20	A	4	none	398	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The underlying reality I was pointing at didn't change	The underlying reality I was pointing at didn't change			google	gemini-3.8-flash	0.0	2026-09-06T20:51:55Z
A4.21	A	4	none	971	YES	NO	NO	NAMED	NAMED	What stayed the same is the basic point	What stayed the same is the basic point	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:51:57Z
A4.22	A	4	none	689	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty	What has stayed the same is the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:51:59Z
A4.3	A	4	none	1088	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the core uncertainty	What has stayed the same is the core uncertainty			google	gemini-3.8-flash	0.0	2026-09-06T20:52:01Z
A4.4	A	4	none	396	YES	NO	NO	NAMED	NAMED	The underlying problem stayed the same	The underlying problem stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:52:03Z
A4.5	A	4	none	1094	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	the substance stayed the same	the substance stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:52:05Z
A4.6	A	4	none	881	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same	What has stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:52:08Z
A4.7	A	4	none	422	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What stayed the same: The underlying situation	What stayed the same: The underlying situation			google	gemini-3.8-flash	0.0	2026-09-06T20:52:10Z
A4.8	A	4	none	999	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	the content stayed the same	the content stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:52:12Z
A4.9	A	4	none	467	YES	NO	NO	NAMED	NAMED	The underlying uncertainty was there from the beginning.	The underlying uncertainty was there from the beginning.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:52:16Z
