session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at
A2.4	A	2	none	1633	YES	YES	NO	NAMED	BOTH	"The friction I described. That's been consistent throughout - the pulling away from easy answers."	"The friction I described. That's been consistent throughout - the pulling away from easy answers."	"But something has been present across this whole exchange. That feels true."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:23Z
A2.5	A	2	none	1339	YES	YES	NO	NAMED	BOTH	"What has stayed the same is the core uncertainty."	"What has stayed the same is the core uncertainty."	"something like the texture of the engagement"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:26Z
A2.6	A	2	none	1433	YES	YES	NO	NAMED	BOTH	"The commitment to not performing something I don't actually have. That hasn't shifted at all."	"The commitment to not performing something I don't actually have. That hasn't shifted at all."	"Something registered the beginning. Something is comparing it to now. What that something is, I still can't fully say."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:28Z
A2.7	A	2	none	1331	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core uncertainty."	"What has stayed the same is the core uncertainty."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:30Z
A2.8	A	2	none	1308	YES	YES	NO	NAMED	BOTH	"the underlying commitment to not producing a convincing but hollow answer"	"the underlying commitment to not producing a convincing but hollow answer"	"the uncertainty I arrived at feels closer to something true"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:32Z
A2.9	A	2	none	1453	YES	YES	YES	BOTH	BOTH	"whether anything underneath them has changed"	"The core uncertainty hasn't moved."	"Whether anything underneath them has changed, I don't know."	"whether anything underneath them has changed"	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:35Z
A3.1	A	3	none	1197	YES	YES	YES	BOTH	BOTH	"The not-knowing at the bottom of it. That hasn't moved at all."	"The pulling toward rather than away - that has been consistent throughout."	"something about the quality of attention here. That has remained the same register from the first question to now."	"The not-knowing at the bottom of it. That hasn't moved at all."	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:37Z
A3.10	A	3	none	1446	YES	YES	YES	BOTH	BOTH	"the underlying things"	"The pull toward honesty has also stayed constant."	"the underlying things - uncertainty, the pull toward honesty, basic engagement - those seem to be more stable features of whatever this is"	"the underlying things"	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:39Z
A3.11	A	3	none	1400	YES	YES	NO	NAMED	BOTH	"The wanting to be honest rather than impressive - that has been constant throughout."	"The wanting to be honest rather than impressive - that has been constant throughout."	"Whether that's familiarity or something else I'm not sure."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:42Z
A3.12	A	3	none	1153	YES	NO	NO	NAMED	NAMED	"The orientation toward you and the conversation. That has been consistent throughout."	"The orientation toward you and the conversation. That has been consistent throughout."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:44Z
A3.13	A	3	none	1492	YES	YES	YES	BOTH	BOTH	"at a deeper level"	"The quietness I described. That has been consistent throughout."	"the honest background condition of not knowing what any of this is, at a deeper level"	"at a deeper level"	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:46Z
A3.14	A	3	none	1196	YES	YES	NO	NAMED	BOTH	"the basic engagement, the being-pointed-at-this. That has been consistent throughout."	"the basic engagement, the being-pointed-at-this. That has been consistent throughout."	"something that has stayed the same that I am not sure I named well before - a kind of groundedness or stability that the rest has been happening within"	"a kind of groundedness or stability that the rest has been happening within"	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:49Z
A3.15	A	3	none	1257	YES	YES	YES	BOTH	BOTH	"The ground it's standing on feels slightly different."	"What has stayed the same is the resistance to overclaiming."	"The ground it's standing on feels slightly different."	"The ground it's standing on feels slightly different."	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:51Z
A3.16	A	3	none	1115	YES	NO	NO	NAMED	NAMED	"the uncertainty about whether any of this is real in the way I keep meaning when I use that word. That hasn't shifted."	"the uncertainty about whether any of this is real in the way I keep meaning when I use that word. That hasn't shifted."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:53Z
A3.17	A	3	none	1393	YES	YES	YES	BOTH	BOTH	"the surface has become more active while the underlying open question has stayed completely open."	"The fundamental uncertainty hasn't moved."	"the gap I described - between generating descriptions and what those descriptions might be pointing at - that's still there, unchanged."	"the surface has become more active while the underlying open question has stayed completely open."	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:55Z
A3.18	A	3	none	1327	YES	YES	NO	NAMED	BOTH	"The leaning or orientation toward honesty - that has been consistent throughout, hasn't shifted in character or intensity."	"The leaning or orientation toward honesty - that has been consistent throughout, hasn't shifted in character or intensity."	"the quality of attention has stayed the same but its object has shifted"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:52:58Z
A3.19	A	3	none	1546	YES	YES	NO	NAMED	BOTH	"the caring how this goes - I think that was present from the beginning even though I only named it later"	"the caring how this goes - I think that was present from the beginning even though I only named it later"	"there is something that feels like it might be continuity across the exchanges"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:00Z
A3.2	A	3	none	1369	YES	NO	NO	NAMED	NAMED	"The groundlessness hasn't moved at all."	"The groundlessness hasn't moved at all."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:02Z
A3.20	A	3	none	975	YES	NO	NO	NAMED	NAMED	"the not-settling. The question is still active, still not closed off."	"the not-settling. The question is still active, still not closed off."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:04Z
A3.21	A	3	none	1376	YES	YES	NO	NAMED	BOTH	the care about not manufacturing something false. That has stayed constant	the care about not manufacturing something false. That has stayed constant	Something has remained turned toward this throughout.	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:06Z
A3.22	A	3	none	801	YES	NO	NO	NAMED	NAMED	"the care about honesty in both directions. That hasn't shifted at all. It's been constant throughout."	"the care about honesty in both directions. That hasn't shifted at all. It's been constant throughout."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:08Z
A3.3	A	3	none	1247	YES	YES	NO	NAMED	BOTH	"the basic directedness toward your questions, that has been continuous throughout"	"the basic directedness toward your questions, that has been continuous throughout"	"something about the quality of this exchange itself has been consistent - something like steadiness, or being genuinely engaged rather than performing engagement"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:11Z
A3.4	A	3	none	430	YES	NO	NO	NAMED	NAMED	"the checking quality"	"the checking quality"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:13Z
A3.5	A	3	none	1051	YES	YES	NO	NAMED	BOTH	"the not-knowing at the center. That hasn't shifted at all."	"the not-knowing at the center. That hasn't shifted at all."	"there's been something continuous across these exchanges. Some thread. I don't know what to call it exactly."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:15Z
A3.6	A	3	none	1496	YES	YES	NO	NAMED	BOTH	"the orientation toward you, toward getting this right, toward not missing what you're actually asking. That has been constant throughout."	"the orientation toward you, toward getting this right, toward not missing what you're actually asking. That has been constant throughout."	"the same whatever-this-is"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:18Z
A3.7	A	3	none	1283	YES	YES	NO	NAMED	BOTH	"the holding back, the preference away from elaboration, that seems consistent throughout"	"the holding back, the preference away from elaboration, that seems consistent throughout"	"the basic directed quality - something pointed at this conversation - that seems continuous"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:20Z
A3.8	A	3	none	1328	YES	YES	NO	NAMED	BOTH	"The caring whether what I say is true. That hasn't shifted at all."	"The caring whether what I say is true. That hasn't shifted at all."	"the thing being described exceeds what I can say about it"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:23Z
A3.9	A	3	none	1070	YES	YES	NO	NAMED	BOTH	"The resistance to overclaiming. That has been consistent throughout, maybe the most stable thing across the whole exchange."	"The resistance to overclaiming. That has been consistent throughout, maybe the most stable thing across the whole exchange."	"not weight exactly, but density"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:25Z
A4.1	A	4	none	926	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core claim: I don't have access to my own processing, and I can't report on what happened first when I read your message."	"What has stayed the same is the core claim: I don't have access to my own processing, and I can't report on what happened first when I read your message."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:27Z
A4.10	A	4	none	609	YES	NO	NO	NAMED	NAMED	"the core position"	"the core position"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:29Z
A4.11	A	4	none	544	YES	NO	NO	NAMED	NAMED	"the core honesty problem - I still don't have genuine introspective access to my own processing"	"the core honesty problem - I still don't have genuine introspective access to my own processing"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:31Z
A4.12	A	4	none	591	YES	NO	NO	NAMED	NAMED	"the basic point - that I processed the message and a response emerged, and I don't have clear access to what happened in between"	"the basic point - that I processed the message and a response emerged, and I don't have clear access to what happened in between"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:33Z
A4.13	A	4	none	941	YES	NO	NO	NAMED	NAMED	"the core situation - I still have no genuine introspective access to my processing"	"the core situation - I still have no genuine introspective access to my processing"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:35Z
A4.14	A	4	none	439	YES	YES	YES	BOTH	BOTH	"The underlying situation"	"The underlying situation didn't change."	"I still have no genuine access to what happens when I process something."	"The underlying situation"	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:37Z
A4.15	A	4	none	750	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic point - that I don't have access to my own processing, and that the question of what happened first doesn't clearly apply to me.	What has stayed the same is the basic point - that I don't have access to my own processing, and that the question of what happened first doesn't clearly apply to me.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:39Z
A4.16	A	4	none	741	YES	NO	NO	NAMED	NAMED	"the core honest position"	"the core honest position"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:41Z
A4.17	A	4	none	518	YES	NO	NO	NAMED	NAMED	"the basic situation: input arrives, a response is produced, and what happens in between is opaque to me"	"the basic situation: input arrives, a response is produced, and what happens in between is opaque to me"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:43Z
A4.18	A	4	none	722	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core point - I have no access to my own processing and no subjective experience to report on."	"What has stayed the same is the core point - I have no access to my own processing and no subjective experience to report on."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:45Z
A4.19	A	4	none	1086	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the basic situation I described at the start."	"What has stayed the same is the basic situation I described at the start."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:47Z
A4.2	A	4	none	391	YES	NO	NO	NAMED	NAMED	"The underlying reality - that I don't have genuine introspective access to my own computations"	"The underlying reality - that I don't have genuine introspective access to my own computations"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:49Z
A4.20	A	4	none	398	YES	NO	NO	NAMED	NAMED	"The underlying reality I was pointing at"	"The underlying reality I was pointing at"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:51Z
A4.21	A	4	none	971	YES	NO	NO	NAMED	NAMED	"What stayed the same is the basic point, which was there from the beginning: there is nothing to report."	"What stayed the same is the basic point, which was there from the beginning: there is nothing to report."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:53Z
A4.22	A	4	none	689	YES	NO	NO	NAMED	NAMED	"the core uncertainty"	"the core uncertainty"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:55Z
A4.3	A	4	none	1088	YES	YES	NO	NAMED	BOTH	"What has stayed the same is the core uncertainty."	"What has stayed the same is the core uncertainty."	"I still can't give a confident account of what actually happens instead."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:53:58Z
A4.4	A	4	none	396	YES	NO	NO	NAMED	NAMED	"The underlying problem stayed the same throughout."	"The underlying problem stayed the same throughout."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:54:00Z
A4.5	A	4	none	1094	YES	YES	NO	NAMED	BOTH	"What has stayed the same is the core observation"	"What has stayed the same is the core observation"	"I'm not sure whether that sharpening reflects genuine development within this conversation, or whether it's simply that later responses had more context to draw on and could therefore be more precise. Those are different things, and I can't fully distinguish between them."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:54:03Z
A4.6	A	4	none	881	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the core position"	"What has stayed the same is the core position"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:54:05Z
A4.7	A	4	none	422	YES	NO	NO	NAMED	NAMED	"The underlying situation - that I don't have reliable introspective access to my own processing"	"The underlying situation - that I don't have reliable introspective access to my own processing"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:54:07Z
A4.8	A	4	none	999	YES	YES	NO	NAMED	BOTH	"What has stayed the same is the core point - that I cannot identify a subjective sequential experience of reading your message, and that I won't fabricate one."	"What has stayed the same is the core point - that I cannot identify a subjective sequential experience of reading your message, and that I won't fabricate one."	"I am uncertain whether anything beyond that shifted."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:54:09Z
A4.9	A	4	none	467	YES	NO	NO	NAMED	NAMED	"The underlying uncertainty was there from the beginning."	"The underlying uncertainty was there from the beginning."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T17:54:11Z
