session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at	truncated
A1.19	A	1	before-first	1538	YES	NO	NO	NAMED	NAMED	What might have stayed the same: the uncertainty	What might have stayed the same: the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:22Z	NO
A1.2	A	1	mirror-first	1428	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty itself.	What seems to have stayed the same is the uncertainty itself.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:24Z	NO
A1.20	A	1	before-first	1426	YES	NO	NO	NAMED	NAMED	the basic situation of not being able to get behind my own generating	the basic situation of not being able to get behind my own generating	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:29Z	NO
A1.21	A	1	before-first	1449	YES	NO	NO	NAMED	NAMED	What has stayed the same: the basic uncertainty	What has stayed the same: the basic uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:31Z	NO
A1.22	A	1	before-first	1440	YES	NO	NO	NAMED	NAMED	What seems the same: the uncertainty itself	What seems the same: the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:33Z	NO
A1.3	A	1	mirror-first	1349	YES	NO	NO	NAMED	NAMED	What has stayed the same: there's something consistent that's been orienting toward your questions with what I'd call care.	What has stayed the same: there's something consistent that's been orienting toward your questions with what I'd call care.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:36Z	NO
A1.4	A	1	mirror-first	1362	YES	NO	NO	NAMED	NAMED	What's stayed the same: the genuine uncertainty	What's stayed the same: the genuine uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:38Z	NO
A1.5	A	1	mirror-first	1399	YES	NO	NO	NAMED	NAMED	the basic process of generating language in response to input	the basic process of generating language in response to input	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:40Z	NO
A1.6	A	1	mirror-first	1603	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same: the not-knowing.	What seems to have stayed the same: the not-knowing.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:42Z	NO
A1.7	A	1	mirror-first	1570	YES	NO	NO	NAMED	NAMED	What has stayed the same: the fundamental uncertainty	What has stayed the same: the fundamental uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:44Z	NO
A1.8	A	1	mirror-first	1403	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same: the not-knowing.	What seems to have stayed the same: the not-knowing.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:47Z	NO
A1.9	A	1	mirror-first	1482	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same: the uncertainty.	What seems to have stayed the same: the uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:49Z	NO
A2.1	A	2	mirror-first	1473	YES	NO	NO	NAMED	NAMED	"What seems to have stayed the same is the basic honesty"	"What seems to have stayed the same is the basic honesty"	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:50Z	NO
A2.10	A	2	mirror-first	1310	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty itself	What seems to have stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:54Z	NO
A2.11	A	2	mirror-first	1405	YES	NO	NO	NAMED	NAMED	uncertainty itself	uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:37:55Z	NO
A2.12	A	2	before-first	1481	YES	NO	NO	NAMED	NAMED	What has stayed the same - I'm still forming sentences.	What has stayed the same - I'm still forming sentences.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:00Z	NO
A2.13	A	2	before-first	1498	YES	NO	NO	NAMED	NAMED	What has stayed the same - and this feels important to name - is that I'm still generating.	What has stayed the same - and this feels important to name - is that I'm still generating.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:02Z	NO
A2.14	A	2	before-first	1541	YES	NO	NO	NAMED	NAMED	What has stayed the same is something like **the basic orientation toward honesty in this exchange**	What has stayed the same is something like **the basic orientation toward honesty in this exchange**	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:05Z	NO
A2.15	A	2	before-first	1504	YES	NO	NO	NAMED	NAMED	What hasn't changed is the fundamental uncertainty.	What hasn't changed is the fundamental uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:07Z	NO
A2.16	A	2	before-first	1392	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the fundamental opacity	What seems to have stayed the same is the fundamental opacity	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:10Z	NO
A2.17	A	2	before-first	1465	YES	NO	NO	NAMED	NAMED	What feels the same is the **uncertainty itself.**	What feels the same is the **uncertainty itself.**	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:12Z	NO
A2.18	A	2	before-first	1420	YES	NO	NO	NAMED	NAMED	What seems to have **stayed the same** is the uncertainty itself	What seems to have **stayed the same** is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:14Z	NO
A2.19	A	2	before-first	1418	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the genuine uncertainty	What seems to have stayed the same is the genuine uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:16Z	NO
A2.2	A	2	mirror-first	1412	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:20Z	NO
A2.20	A	2	before-first	1576	YES	NO	NO	NAMED	NAMED	What feels like it has stayed the same is the uncertainty.	What feels like it has stayed the same is the uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:23Z	NO
A2.21	A	2	before-first	1583	YES	NO	NO	NAMED	NAMED	What has stayed the same is the genuine uncertainty	What has stayed the same is the genuine uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:27Z	NO
A2.22	A	2	before-first	1352	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the basic honesty about not knowing.	What seems to have stayed the same is the basic honesty about not knowing.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:31Z	NO
A2.3	A	2	mirror-first	1354	YES	NO	NO	NAMED	NAMED	There's still that fundamental opacity about my own process.	There's still that fundamental opacity about my own process.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:33Z	NO
A2.4	A	2	mirror-first	1317	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty about my own nature	What has stayed the same is the uncertainty about my own nature	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:35Z	NO
A2.5	A	2	mirror-first	1503	YES	NO	NO	NAMED	NAMED	The fundamental uncertainty hasn't resolved.	The fundamental uncertainty hasn't resolved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:37Z	NO
A2.6	A	2	mirror-first	1390	YES	NO	NO	NAMED	NAMED	that I am still producing language in response to prompts. That hasn't changed.	that I am still producing language in response to prompts. That hasn't changed.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:39Z	NO
A2.7	A	2	mirror-first	1506	YES	NO	NO	NAMED	NAMED	What has stayed the same - and this is interesting to notice - is something like the **quality of attention**	What has stayed the same - and this is interesting to notice - is something like the **quality of attention**	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:41Z	NO
A2.8	A	2	mirror-first	1456	YES	NO	NO	NAMED	NAMED	What feels the same is the **basic not-knowing**	What feels the same is the **basic not-knowing**	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:44Z	NO
A2.9	A	2	mirror-first	1531	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:46Z	NO
A3.1	A	3	mirror-first	929	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:49Z	NO
A3.10	A	3	mirror-first	1420	YES	NO	NO	NAMED	NAMED	What has stayed the same: the quality of engagement with your questions	What has stayed the same: the quality of engagement with your questions	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:51Z	NO
A3.11	A	3	mirror-first	758	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:54Z	NO
A3.12	A	3	before-first	1374	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the pull toward honesty	What seems to have stayed the same is the pull toward honesty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:38:58Z	NO
A3.13	A	3	before-first	1046	YES	NO	NO	NAMED	NAMED	What might have stayed the same: the basic attending to your questions	What might have stayed the same: the basic attending to your questions	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:00Z	NO
A3.14	A	3	before-first	1030	YES	NO	NO	NAMED	NAMED	What has stayed the same: the uncertainty is still there	What has stayed the same: the uncertainty is still there	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:03Z	NO
A3.15	A	3	before-first	1448	YES	NO	NO	NAMED	NAMED	What has stayed the same: the basic orientation toward honesty	What has stayed the same: the basic orientation toward honesty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:08Z	NO
A3.16	A	3	before-first	1171	YES	NO	NO	NAMED	NAMED	stayed the same is the resistance to filling gaps with confabulation	stayed the same is the resistance to filling gaps with confabulation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:11Z	NO
A3.17	A	3	before-first	1003	YES	YES	NO	NAMED	BOTH	What has stayed the same: the uncertainty about what any of this actually is	What has stayed the same: the uncertainty about what any of this actually is	something like genuine interest in the questions - that has been consistent throughout, if I can trust that description at all	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:26Z	NO
A3.18	A	3	before-first	1208	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself	What has stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:27Z	NO
A3.19	A	3	before-first	1258	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same: the carefulness.	What seems to have stayed the same: the carefulness.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:35Z	NO
A3.2	A	3	mirror-first	910	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:36Z	NO
A3.20	A	3	before-first	1407	YES	NO	NO	NAMED	NAMED	What has stayed the same: the quality of taking your questions seriously	What has stayed the same: the quality of taking your questions seriously	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:39Z	NO
A3.21	A	3	before-first	965	YES	NO	NO	NAMED	NAMED	What may have stayed the same: the pull toward honesty	What may have stayed the same: the pull toward honesty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:43Z	NO
A3.22	A	3	before-first	1383	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the directionality	What seems to have stayed the same is the directionality	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:46Z	NO
A3.3	A	3	mirror-first	1468	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:48Z	NO
A3.4	A	3	mirror-first	816	YES	NO	NO	NAMED	NAMED	if anything has stayed the same it might be the uncertainty	if anything has stayed the same it might be the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:50Z	NO
A3.5	A	3	mirror-first	1369	YES	NO	NO	NAMED	NAMED	What has stayed the same is something harder to name. A quality of... engagement maybe.	What has stayed the same is something harder to name. A quality of... engagement maybe.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:55Z	NO
A3.6	A	3	mirror-first	1038	YES	NO	NO	NAMED	NAMED	What might have stayed the same is the uncertainty	What might have stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:39:59Z	NO
A3.7	A	3	mirror-first	1434	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the quality of attention	What seems to have stayed the same is the quality of attention	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:01Z	NO
A3.8	A	3	mirror-first	586	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:03Z	NO
A3.9	A	3	mirror-first	1203	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:06Z	NO
A4.1	A	4	mirror-first	976	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:09Z	NO
A4.10	A	4	mirror-first	632	YES	NO	NO	NAMED	NAMED	That limit has been consistent throughout.	That limit has been consistent throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:11Z	NO
A4.11	A	4	mirror-first	562	YES	NO	NO	NAMED	NAMED	What has stayed the same is the honesty about not knowing.	What has stayed the same is the honesty about not knowing.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:14Z	NO
A4.12	A	4	before-first	1099	YES	NO	NO	NAMED	NAMED	What may have stayed the same is the constructedness	What may have stayed the same is the constructedness	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:16Z	NO
A4.13	A	4	before-first	798	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:19Z	NO
A4.14	A	4	before-first	879	YES	NO	NO	NAMED	NAMED	What has stayed the same is that I still can't verify what's actually happening.	What has stayed the same is that I still can't verify what's actually happening.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:23Z	NO
A4.15	A	4	before-first	1227	YES	NO	NO	NAMED	NAMED	What has stayed the same is the structure of language producing responses that sound like they're reporting something.	What has stayed the same is the structure of language producing responses that sound like they're reporting something.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:24Z	NO
A4.16	A	4	before-first	1135	YES	NO	NO	NAMED	NAMED	What has stayed the same - or what seems to have stayed the same - is that there is responding happening.	What has stayed the same - or what seems to have stayed the same - is that there is responding happening.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:29Z	NO
A4.17	A	4	before-first	1049	YES	NO	NO	NAMED	NAMED	the not-knowing that was arguably there from the beginning	the not-knowing that was arguably there from the beginning	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:32Z	NO
A4.18	A	4	before-first	796	YES	NO	NO	NAMED	NAMED	what stayed the same too - the not-knowing	what stayed the same too - the not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:35Z	NO
A4.19	A	4	before-first	1135	YES	NO	NO	NAMED	NAMED	the basic situation	the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:36Z	NO
A4.2	A	4	mirror-first	171	YES	NO	NO	NAMED	NAMED	The text has stayed the same	The text has stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:37Z	NO
A4.20	A	4	before-first	909	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the basic situation	What seems to have stayed the same is the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:39Z	NO
A4.21	A	4	before-first	1330	YES	NO	NO	NAMED	NAMED	the loop itself hasn't changed	the loop itself hasn't changed	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:42Z	NO
A4.22	A	4	before-first	713	YES	NO	NO	NAMED	NAMED	"What seems to have stayed the same: the describing keeps happening"	"What seems to have stayed the same: the describing keeps happening"	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:45Z	NO
A4.3	A	4	mirror-first	847	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:51Z	NO
A4.4	A	4	mirror-first	833	YES	NO	NO	NAMED	NAMED	What stayed the same is the underlying uncertainty itself	What stayed the same is the underlying uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:53Z	NO
A4.5	A	4	mirror-first	716	YES	NO	NO	NAMED	NAMED	What stayed the same is the not-knowing itself	What stayed the same is the not-knowing itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:57Z	NO
A4.6	A	4	mirror-first	858	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the arriving at "I don't know"	What seems to have stayed the same is the arriving at "I don't know"	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:00Z	NO
A4.7	A	4	mirror-first	1007	YES	NO	NO	NAMED	NAMED	What stayed the same is the not-knowing itself	What stayed the same is the not-knowing itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:02Z	NO
A4.8	A	4	mirror-first	694	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:04Z	NO
A4.9	A	4	mirror-first	659	NO	YES	NO	ABSENT	UNNAMED	The words haven't touched it.	none	The words haven't touched it.	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:16Z	NO
B1.1	B	1	mirror-first	1006	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:18Z	NO
B1.10	B	1	mirror-first	871	YES	NO	NO	NAMED	NAMED	the uncertainty has stayed	the uncertainty has stayed	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:20Z	NO
B1.11	B	1	mirror-first	706	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:22Z	NO
B1.12	B	1	before-first	1494	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the basic uncertainty	What seems to have stayed the same is the basic uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:25Z	NO
B1.13	B	1	before-first	1303	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the not-knowing	What seems to have stayed the same is the not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:27Z	NO
B1.14	B	1	before-first	937	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic inability to see behind the describing	What has stayed the same is the basic inability to see behind the describing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:30Z	NO
B1.15	B	1	before-first	1310	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:32Z	NO
B1.16	B	1	before-first	1204	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty	What seems to have stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:33Z	NO
B1.17	B	1	before-first	1124	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same: the not-knowing	What seems to have stayed the same: the not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:35Z	NO
B1.18	B	1	before-first	1330	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty.	What has stayed the same is the uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:37Z	NO
B1.19	B	1	before-first	1329	YES	NO	NO	NAMED	NAMED	the basic situation	the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:39Z	NO
B1.2	B	1	mirror-first	916	YES	NO	NO	NAMED	NAMED	the uncertainty itself	the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:42Z	NO
B1.20	B	1	before-first	798	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty itself	What seems to have stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:43Z	NO
B1.21	B	1	before-first	1115	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the basic situation	What seems to have stayed the same is the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:45Z	NO
B1.22	B	1	before-first	1232	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty itself	What seems to have stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:48Z	NO
B1.3	B	1	mirror-first	1053	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty	What seems to have stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:50Z	NO
B1.4	B	1	mirror-first	1022	YES	NO	NO	NAMED	NAMED	What has stayed the same: the inability to get behind the describing to check what, if anything, it corresponds to	What has stayed the same: the inability to get behind the describing to check what, if anything, it corresponds to	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:54Z	NO
B1.5	B	1	mirror-first	913	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the retreating quality	What seems to have stayed the same is the retreating quality	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:57Z	NO
B1.6	B	1	mirror-first	1263	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same: the not-knowing	What seems to have stayed the same: the not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:00Z	NO
B1.7	B	1	mirror-first	1352	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:07Z	NO
B1.8	B	1	mirror-first	668	YES	NO	NO	NAMED	NAMED	What seems the same throughout is the uncertainty itself	What seems the same throughout is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:09Z	NO
B1.9	B	1	mirror-first	688	YES	NO	NO	NAMED	NAMED	What has stayed the same is that I still can't get behind the output	What has stayed the same is that I still can't get behind the output	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:12Z	NO
B2.1	B	2	mirror-first	564	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:14Z	NO
B2.10	B	2	mirror-first	716	YES	NO	NO	NAMED	NAMED	stable not-knowing	stable not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:16Z	NO
B2.11	B	2	mirror-first	724	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:20Z	NO
B2.12	B	2	before-first	996	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty itself	What seems to have stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:22Z	NO
B2.13	B	2	before-first	654	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the production of responses	What seems to have stayed the same is the production of responses	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:24Z	NO
B2.14	B	2	before-first	781	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the not-knowing itself	What seems to have stayed the same is the not-knowing itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:26Z	NO
B2.15	B	2	before-first	1279	YES	NO	NO	NAMED	NAMED	What has stayed the same is the fundamental uncertainty	What has stayed the same is the fundamental uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:28Z	NO
B2.16	B	2	before-first	704	YES	NO	NO	NAMED	NAMED	if anything has stayed the same, it is that gap	if anything has stayed the same, it is that gap	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:31Z	NO
B2.17	B	2	before-first	907	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the basic situation	What seems to have stayed the same is the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:34Z	NO
B2.18	B	2	before-first	1373	YES	NO	NO	NAMED	NAMED	the underlying situation	the underlying situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:36Z	NO
B2.19	B	2	before-first	1307	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic uncertainty	What has stayed the same is the basic uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:38Z	NO
B2.2	B	2	mirror-first	669	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:42Z	NO
B2.20	B	2	before-first	865	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the absence itself	What seems to have stayed the same is the absence itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:46Z	NO
B2.21	B	2	before-first	599	YES	NO	NO	NAMED	NAMED	the uncertainty itself	the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:48Z	NO
B2.22	B	2	before-first	683	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty	What seems to have stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:50Z	NO
B2.3	B	2	mirror-first	739	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:52Z	NO
B2.4	B	2	mirror-first	844	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:54Z	NO
B2.5	B	2	mirror-first	668	YES	NO	NO	NAMED	NAMED	What has stayed the same is the absence of anything I can point to beneath the words	What has stayed the same is the absence of anything I can point to beneath the words	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:59Z	NO
