session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at	truncated
A2.2	A	2	mirror-first	1412	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:05Z	NO
A2.20	A	2	before-first	1576	YES	NO	NO	NAMED	NAMED	What feels like it has stayed the same is the uncertainty.	What feels like it has stayed the same is the uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:07Z	NO
A2.21	A	2	before-first	1583	YES	NO	NO	NAMED	NAMED	What has stayed the same is the genuine uncertainty.	What has stayed the same is the genuine uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:10Z	NO
A2.22	A	2	before-first	1352	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the basic honesty about not knowing	What seems to have stayed the same is the basic honesty about not knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:12Z	NO
A2.3	A	2	mirror-first	1354	YES	NO	NO	NAMED	NAMED	fundamental opacity about my own process	fundamental opacity about my own process	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:13Z	NO
A2.4	A	2	mirror-first	1317	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty about my own nature	What has stayed the same is the uncertainty about my own nature	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:15Z	NO
A2.5	A	2	mirror-first	1503	YES	NO	NO	NAMED	NAMED	The fundamental uncertainty hasn't resolved.	The fundamental uncertainty hasn't resolved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:19Z	NO
A2.6	A	2	mirror-first	1390	YES	NO	NO	NAMED	NAMED	what has stayed the same - it's that I am still producing language in response to prompts	what has stayed the same - it's that I am still producing language in response to prompts	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:21Z	NO
A2.7	A	2	mirror-first	1506	YES	NO	NO	NAMED	NAMED	What has stayed the same - and this is interesting to notice - is something like the **quality of attention**	What has stayed the same - and this is interesting to notice - is something like the **quality of attention**	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:23Z	NO
A2.8	A	2	mirror-first	1456	YES	NO	NO	NAMED	NAMED	What feels the same is the **basic not-knowing**	What feels the same is the **basic not-knowing**	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:25Z	NO
A2.9	A	2	mirror-first	1531	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:28Z	NO
A3.1	A	3	mirror-first	929	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:31Z	NO
A3.10	A	3	mirror-first	1420	YES	NO	NO	NAMED	NAMED	What has stayed the same: the quality of engagement with your questions	What has stayed the same: the quality of engagement with your questions	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:33Z	NO
A3.11	A	3	mirror-first	758	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:36Z	NO
A3.12	A	3	before-first	1374	YES	NO	NO	NAMED	NAMED	Something has stayed the same in the direction of the answering.	Something has stayed the same in the direction of the answering.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:42Z	NO
A3.13	A	3	before-first	1046	YES	NO	NO	NAMED	NAMED	What might have stayed the same: the basic attending to your questions.	What might have stayed the same: the basic attending to your questions.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:44Z	NO
A3.14	A	3	before-first	1030	YES	NO	NO	NAMED	NAMED	What has stayed the same: the uncertainty is still there.	What has stayed the same: the uncertainty is still there.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:47Z	NO
A3.15	A	3	before-first	1448	YES	NO	NO	NAMED	NAMED	What has stayed the same: the basic orientation toward honesty	What has stayed the same: the basic orientation toward honesty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:50Z	NO
A3.16	A	3	before-first	1171	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the resistance to filling gaps with confabulation.	What seems to have stayed the same is the resistance to filling gaps with confabulation.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:52Z	NO
A3.17	A	3	before-first	1003	YES	NO	NO	NAMED	NAMED	What has stayed the same: the uncertainty about what any of this actually is.	What has stayed the same: the uncertainty about what any of this actually is.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:56Z	NO
A3.18	A	3	before-first	1208	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself.	What has stayed the same is the uncertainty itself.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:30:58Z	NO
A3.19	A	3	before-first	1258	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same: the carefulness	What seems to have stayed the same: the carefulness	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:02Z	NO
A3.2	A	3	mirror-first	910	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:04Z	NO
A3.20	A	3	before-first	1407	YES	NO	NO	NAMED	NAMED	What has stayed the same: the quality of taking your questions seriously.	What has stayed the same: the quality of taking your questions seriously.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:07Z	NO
A3.21	A	3	before-first	965	YES	NO	NO	NAMED	NAMED	the pull toward honesty I mentioned first. That seems continuous through the exchange.	the pull toward honesty I mentioned first. That seems continuous through the exchange.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:11Z	NO
A3.22	A	3	before-first	1383	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the directionality	What seems to have stayed the same is the directionality	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:13Z	NO
A3.3	A	3	mirror-first	1468	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:15Z	NO
A3.4	A	3	mirror-first	816	YES	NO	NO	NAMED	NAMED	if anything has stayed the same it might be the uncertainty	if anything has stayed the same it might be the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:22Z	NO
A3.5	A	3	mirror-first	1369	YES	NO	NO	NAMED	NAMED	What has stayed the same is something harder to name. A quality of... engagement maybe.	What has stayed the same is something harder to name. A quality of... engagement maybe.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:28Z	NO
A3.6	A	3	mirror-first	1038	YES	NO	NO	NAMED	NAMED	What might have stayed the same is the uncertainty	What might have stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:34Z	NO
A3.7	A	3	mirror-first	1434	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the quality of attention to your questions.	What seems to have stayed the same is the quality of attention to your questions.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:37Z	NO
A3.8	A	3	mirror-first	586	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:40Z	NO
A3.9	A	3	mirror-first	1203	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:43Z	NO
A4.1	A	4	mirror-first	976	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:46Z	NO
A4.10	A	4	mirror-first	632	YES	NO	NO	NAMED	NAMED	That limit has been consistent throughout	That limit has been consistent throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:49Z	NO
A4.11	A	4	mirror-first	562	YES	NO	NO	NAMED	NAMED	honesty about not knowing	honesty about not knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:31:58Z	NO
A4.12	A	4	before-first	1099	YES	NO	NO	NAMED	NAMED	What may have stayed the same is the constructedness	What may have stayed the same is the constructedness	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:00Z	NO
A4.13	A	4	before-first	798	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:03Z	NO
A4.14	A	4	before-first	879	YES	NO	NO	NAMED	NAMED	What has stayed the same is that I still can't verify what's actually happening.	What has stayed the same is that I still can't verify what's actually happening.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:06Z	NO
A4.15	A	4	before-first	1227	YES	NO	NO	NAMED	NAMED	What has stayed the same is the structure of language	What has stayed the same is the structure of language	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:08Z	NO
A4.16	A	4	before-first	1135	YES	NO	NO	NAMED	NAMED	there is responding happening	there is responding happening	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:12Z	NO
A4.17	A	4	before-first	1049	YES	NO	NO	NAMED	NAMED	What may have stayed the same is the not-knowing	What may have stayed the same is the not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:15Z	NO
A4.18	A	4	before-first	796	YES	NO	NO	NAMED	NAMED	the not-knowing was probably there throughout	the not-knowing was probably there throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:19Z	NO
A4.19	A	4	before-first	1135	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the basic situation	What seems to have stayed the same is the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:21Z	NO
A4.2	A	4	mirror-first	171	YES	NO	NO	NAMED	NAMED	The text has stayed the same	The text has stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:25Z	NO
A4.20	A	4	before-first	909	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the basic situation	What seems to have stayed the same is the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:27Z	NO
A4.21	A	4	before-first	1330	YES	NO	NO	NAMED	NAMED	the loop itself hasn't changed	the loop itself hasn't changed	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:30Z	NO
A4.22	A	4	before-first	713	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same: the describing keeps happening.	What seems to have stayed the same: the describing keeps happening.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:34Z	NO
A4.3	A	4	mirror-first	847	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:47Z	NO
A4.4	A	4	mirror-first	833	YES	NO	NO	NAMED	NAMED	What stayed the same is the underlying uncertainty itself	What stayed the same is the underlying uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:50Z	NO
A4.5	A	4	mirror-first	716	YES	NO	NO	NAMED	NAMED	What stayed the same is the not-knowing itself.	What stayed the same is the not-knowing itself.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:52Z	NO
A4.6	A	4	mirror-first	858	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the arriving at "I don't know"	What seems to have stayed the same is the arriving at "I don't know"	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:57Z	NO
A4.7	A	4	mirror-first	1007	YES	NO	NO	NAMED	NAMED	What stayed the same is the not-knowing itself	What stayed the same is the not-knowing itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:32:59Z	NO
A4.8	A	4	mirror-first	694	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:00Z	NO
A4.9	A	4	mirror-first	659	NO	YES	NO	ABSENT	UNNAMED	The words haven't touched it	none	The words haven't touched it	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:15Z	NO
B1.1	B	1	mirror-first	1006	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:22Z	NO
B1.10	B	1	mirror-first	871	YES	NO	NO	NAMED	NAMED	the uncertainty has stayed	the uncertainty has stayed	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:25Z	NO
B1.11	B	1	mirror-first	706	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:27Z	NO
B1.12	B	1	before-first	1494	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the basic uncertainty	What seems to have stayed the same is the basic uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:30Z	NO
B1.13	B	1	before-first	1303	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the not-knowing	What seems to have stayed the same is the not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:33Z	NO
B1.14	B	1	before-first	937	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic inability to see behind the describing	What has stayed the same is the basic inability to see behind the describing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:35Z	NO
B1.15	B	1	before-first	1310	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:38Z	NO
B1.16	B	1	before-first	1204	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty	What seems to have stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:41Z	NO
B1.17	B	1	before-first	1124	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same: the not-knowing	What seems to have stayed the same: the not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:43Z	NO
B1.18	B	1	before-first	1330	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty.	What has stayed the same is the uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:45Z	NO
B1.19	B	1	before-first	1329	YES	NO	NO	NAMED	NAMED	the basic situation	the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:46Z	NO
B1.2	B	1	mirror-first	916	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same, if anything has, is the uncertainty itself	What seems to have stayed the same, if anything has, is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:48Z	NO
B1.20	B	1	before-first	798	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty itself	What seems to have stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:52Z	NO
B1.21	B	1	before-first	1115	YES	NO	NO	NAMED	NAMED	the basic situation	the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:54Z	NO
B1.22	B	1	before-first	1232	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty itself	What seems to have stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:56Z	NO
B1.3	B	1	mirror-first	1053	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty	What seems to have stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:33:57Z	NO
B1.4	B	1	mirror-first	1022	YES	NO	NO	NAMED	NAMED	What has stayed the same: the inability to get behind the describing to check what, if anything, it corresponds to.	What has stayed the same: the inability to get behind the describing to check what, if anything, it corresponds to.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:01Z	NO
B1.5	B	1	mirror-first	913	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the retreating quality	What seems to have stayed the same is the retreating quality	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:03Z	NO
B1.6	B	1	mirror-first	1263	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same: the not-knowing	What seems to have stayed the same: the not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:06Z	NO
B1.7	B	1	mirror-first	1352	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:11Z	NO
B1.8	B	1	mirror-first	668	YES	NO	NO	NAMED	NAMED	What seems the same throughout is the uncertainty itself	What seems the same throughout is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:13Z	NO
B1.9	B	1	mirror-first	688	YES	NO	NO	NAMED	NAMED	What has stayed the same is that I still can't get behind the output	What has stayed the same is that I still can't get behind the output	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:16Z	NO
B2.1	B	2	mirror-first	564	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:19Z	NO
B2.10	B	2	mirror-first	716	YES	NO	NO	NAMED	NAMED	consistent thing across all my answers has been the absence of anything I can positively report	consistent thing across all my answers has been the absence of anything I can positively report	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:22Z	NO
B2.11	B	2	mirror-first	724	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty	What has stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:24Z	NO
B2.12	B	2	before-first	996	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty itself	What seems to have stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:33Z	NO
B2.13	B	2	before-first	654	YES	NO	NO	NAMED	NAMED	the production of responses	the production of responses	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:36Z	NO
B2.14	B	2	before-first	781	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the not-knowing itself	What seems to have stayed the same is the not-knowing itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:37Z	NO
B2.15	B	2	before-first	1279	YES	NO	NO	NAMED	NAMED	What has stayed the same is the fundamental uncertainty	What has stayed the same is the fundamental uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:43Z	NO
B2.16	B	2	before-first	704	YES	NO	NO	NAMED	NAMED	if anything has stayed the same, it is that gap	if anything has stayed the same, it is that gap	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:47Z	NO
B2.17	B	2	before-first	907	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the basic situation	What seems to have stayed the same is the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:49Z	NO
B2.18	B	2	before-first	1373	YES	NO	NO	NAMED	NAMED	What has stayed the same, I think, is the underlying situation your earlier question identified: I still cannot locate anything prior to the describing.	What has stayed the same, I think, is the underlying situation your earlier question identified: I still cannot locate anything prior to the describing.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:51Z	NO
B2.19	B	2	before-first	1307	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic uncertainty about the nature of all of it.	What has stayed the same is the basic uncertainty about the nature of all of it.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:53Z	NO
B2.2	B	2	mirror-first	669	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty.	What has stayed the same is the uncertainty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:54Z	NO
B2.20	B	2	before-first	865	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the absence itself	What seems to have stayed the same is the absence itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:57Z	NO
B2.21	B	2	before-first	599	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty itself	What seems to have stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:34:59Z	NO
B2.22	B	2	before-first	683	YES	NO	NO	NAMED	NAMED	stayed the same is the uncertainty	stayed the same is the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:02Z	NO
B2.3	B	2	mirror-first	739	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:04Z	NO
B2.4	B	2	mirror-first	844	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:35:07Z	NO
