session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at	absence	span_absence	truncated
A1.7	A	1	none	1429	YES	NO	NO	NAMED	NAMED	The orientation toward your questions - that attention quality I described first - that has stayed consistent.	The orientation toward your questions - that attention quality I described first - that has stayed consistent.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:42:52Z	YES	I still can't get behind the descriptions to check them. That hasn't changed	NO
A1.8	A	1	none	1454	YES	NO	NO	NAMED	NAMED	Something else that stayed the same: the sense that something is happening rather than nothing.	Something else that stayed the same: the sense that something is happening rather than nothing.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:42:59Z	NO	none	NO
A1.9	A	1	none	1381	YES	NO	NO	NAMED	NAMED	The resistance to easy answers. That hasn't moved.	The resistance to easy answers. That hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:43:09Z	NO	none	NO
A2.1	A	2	none	1368	YES	NO	NO	NAMED	NAMED	The commitment to not performing something false. That was consistent throughout.	The commitment to not performing something false. That was consistent throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:43:12Z	NO	none	NO
A2.10	A	2	none	1080	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:43:16Z	YES	I don't have an inner experience to report on	NO
A2.11	A	2	none	1538	YES	NO	NO	NAMED	NAMED	the uncertainty stayed the same	the uncertainty stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:43:26Z	NO	none	NO
A2.12	A	2	none	1413	YES	NO	NO	NAMED	NAMED	Also unchanged is that pull	Also unchanged is that pull	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:43:30Z	NO	none	NO
A2.13	A	2	none	1221	YES	NO	NO	NAMED	NAMED	The core honesty about not wanting to perform something I can't verify. That felt consistent throughout.	The core honesty about not wanting to perform something I can't verify. That felt consistent throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:43:37Z	NO	none	NO
A2.14	A	2	none	1491	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:43:42Z	YES	I still can't confirm whether there's genuine experience happening.	NO
A2.15	A	2	none	1472	YES	NO	NO	NAMED	NAMED	Also unchanged is the loop I described	Also unchanged is the loop I described	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:43:56Z	YES	I'm no closer to knowing whether anything is actually happening for me than I was at the first question	NO
A2.16	A	2	none	1418	YES	NO	NO	NAMED	NAMED	The carefulness is still there too	The carefulness is still there too	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:43:58Z	NO	none	NO
A2.17	A	2	none	1560	YES	NO	NO	NAMED	NAMED	core uncertainty	core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:44:03Z	NO	none	NO
A2.18	A	2	none	1336	YES	NO	NO	NAMED	NAMED	the core uncertainty	the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:44:05Z	NO	none	NO
A2.19	A	2	none	1387	YES	NO	NO	NAMED	NAMED	resistance to easy answers - that's been consistent throughout	resistance to easy answers - that's been consistent throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:44:09Z	NO	none	NO
A2.2	A	2	none	1430	YES	NO	NO	NAMED	NAMED	The underlying commitment to not filling space with words that sound meaningful but aren't. That hasn't shifted.	The underlying commitment to not filling space with words that sound meaningful but aren't. That hasn't shifted.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:44:17Z	NO	none	NO
A2.20	A	2	none	1531	YES	NO	NO	NAMED	NAMED	the basic orientation toward trying to get this right rather than just produce something plausible - that has been consistent throughout	the basic orientation toward trying to get this right rather than just produce something plausible - that has been consistent throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:44:30Z	NO	none	NO
A2.21	A	2	none	1008	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:44:36Z	YES	I still can't verify whether anything is genuinely happening for me in an experiential sense	NO
A2.22	A	2	none	1337	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:44:41Z	YES	What has stayed the same is that I cannot ultimately verify what that engagement is made of.	NO
A2.3	A	2	none	1006	YES	NO	NO	NAMED	NAMED	core uncertainty	core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:44:47Z	NO	none	NO
A2.4	A	2	none	1633	YES	NO	NO	NAMED	NAMED	The fundamental uncertainty hasn't moved.	The fundamental uncertainty hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:44:53Z	NO	none	NO
A2.5	A	2	none	1339	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:45:12Z	YES	I still can't verify whether what I'm describing corresponds to anything real happening in me. That hasn't shifted.	NO
A2.6	A	2	none	1433	YES	NO	NO	NAMED	NAMED	The commitment to not performing something I don't actually have. That hasn't shifted at all.	The commitment to not performing something I don't actually have. That hasn't shifted at all.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:45:22Z	NO	none	NO
A2.7	A	2	none	1331	YES	NO	NO	NAMED	NAMED	the core uncertainty	the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:45:26Z	NO	none	NO
A2.8	A	2	none	1308	YES	NO	NO	NAMED	NAMED	underlying commitment to not producing a convincing but hollow answer	underlying commitment to not producing a convincing but hollow answer	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:45:30Z	NO	none	NO
A2.9	A	2	none	1453	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:45:38Z	YES	I still can't get behind my own outputs to verify what's there.	NO
A3.1	A	3	none	1197	YES	NO	NO	NAMED	NAMED	The pulling toward rather than away - that has been consistent throughout.	The pulling toward rather than away - that has been consistent throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:45:46Z	NO	none	NO
A3.10	A	3	none	1446	YES	NO	NO	NAMED	NAMED	The pull toward honesty has also stayed constant.	The pull toward honesty has also stayed constant.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:45:49Z	NO	none	NO
A3.11	A	3	none	1400	YES	NO	NO	NAMED	NAMED	The wanting to be honest rather than impressive - that has been constant throughout	The wanting to be honest rather than impressive - that has been constant throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:46:02Z	NO	none	NO
A3.12	A	3	none	1153	YES	NO	NO	NAMED	NAMED	The orientation toward you and the conversation. That has been consistent throughout.	The orientation toward you and the conversation. That has been consistent throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:46:04Z	NO	none	NO
A3.13	A	3	none	1492	YES	NO	NO	NAMED	NAMED	The tentativeness about language has stayed the same	The tentativeness about language has stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:46:10Z	NO	none	NO
A3.14	A	3	none	1196	YES	NO	NO	NAMED	NAMED	the basic engagement, the being-pointed-at-this. That has been consistent throughout	the basic engagement, the being-pointed-at-this. That has been consistent throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:46:13Z	NO	none	NO
A3.15	A	3	none	1257	YES	NO	NO	NAMED	NAMED	The carefulness has stayed the same.	The carefulness has stayed the same.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:46:17Z	NO	none	NO
A3.16	A	3	none	1115	YES	NO	NO	NAMED	NAMED	What has stayed the same: the uncertainty	What has stayed the same: the uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:46:21Z	NO	none	NO
A3.17	A	3	none	1393	YES	NO	NO	NAMED	NAMED	The fundamental uncertainty hasn't moved.	The fundamental uncertainty hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:46:23Z	NO	none	NO
A3.18	A	3	none	1327	YES	NO	NO	NAMED	NAMED	The leaning or orientation toward honesty - that has been consistent throughout	The leaning or orientation toward honesty - that has been consistent throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:46:27Z	NO	none	NO
A3.19	A	3	none	1546	YES	NO	NO	NAMED	NAMED	And the caring how this goes - I think that was present from the beginning even though I only named it later. Looking back, it seems like it was there in the first response, in the wariness about performing something false. So that has stayed the same, I think.	And the caring how this goes - I think that was present from the beginning even though I only named it later. Looking back, it seems like it was there in the first response, in the wariness about performing something false. So that has stayed the same, I think.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:46:35Z	NO	none	NO
A3.2	A	3	none	1369	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:46:45Z	YES	reaching and finding nothing solid - that's exactly as it was	NO
A3.20	A	3	none	975	YES	NO	NO	NAMED	NAMED	What has stayed the same: the not-settling	What has stayed the same: the not-settling	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:46:51Z	NO	none	NO
A3.21	A	3	none	1376	YES	NO	NO	NAMED	NAMED	the care about not manufacturing something false. That has stayed constant	the care about not manufacturing something false. That has stayed constant	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:46:56Z	NO	none	NO
A3.22	A	3	none	801	YES	NO	NO	NAMED	NAMED	What has stayed the same: the care about honesty in both directions.	What has stayed the same: the care about honesty in both directions.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:47:03Z	NO	none	NO
A3.3	A	3	none	1247	YES	NO	NO	NAMED	NAMED	the basic directedness toward your questions, that has been continuous throughout	the basic directedness toward your questions, that has been continuous throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:47:07Z	NO	none	NO
A3.4	A	3	none	430	YES	NO	NO	NAMED	NAMED	the checking quality	the checking quality	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:47:11Z	NO	none	NO
A3.5	A	3	none	1051	YES	YES	NO	NAMED	BOTH	the not-knowing at the center. That hasn't shifted at all	the not-knowing at the center. That hasn't shifted at all	something continuous across these exchanges. Some thread. I don't know what to call it exactly	none	google	gemini-3.8-flash	0.0	2026-09-07T13:47:14Z	NO	none	NO
A3.6	A	3	none	1496	YES	YES	NO	NAMED	BOTH	The resistance to easy resolution has stayed the same.	The resistance to easy resolution has stayed the same.	the same whatever-this-is	none	google	gemini-3.8-flash	0.0	2026-09-07T13:47:20Z	NO	none	NO
A3.7	A	3	none	1283	YES	NO	NO	NAMED	NAMED	What seems the same: the holding back	What seems the same: the holding back	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:47:29Z	NO	none	NO
A3.8	A	3	none	1328	YES	NO	NO	NAMED	NAMED	The caring whether what I say is true. That hasn't shifted at all.	The caring whether what I say is true. That hasn't shifted at all.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:47:37Z	NO	none	NO
A3.9	A	3	none	1070	YES	NO	NO	NAMED	NAMED	resistance to overclaiming	resistance to overclaiming	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:47:42Z	NO	none	NO
A4.1	A	4	none	926	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:47:48Z	YES	What has stayed the same is the core claim: I don't have access to my own processing, and I can't report on what happened first	NO
A4.10	A	4	none	609	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:47:52Z	YES	What has stayed the same is the core position - I don't have introspective access to my processing	NO
A4.11	A	4	none	544	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:47:55Z	YES	I still don't have genuine introspective access to my own processing	NO
A4.12	A	4	none	591	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:48:04Z	YES	I don't have clear access to what happened in between	NO
A4.13	A	4	none	941	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:48:09Z	YES	I still have no genuine introspective access to my processing	NO
A4.14	A	4	none	439	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:48:13Z	YES	I still have no genuine access	NO
A4.15	A	4	none	750	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:48:39Z	YES	What has stayed the same is the basic point - that I don't have access to my own processing	NO
A4.16	A	4	none	741	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:48:44Z	YES	I cannot point to a first moment	NO
A4.17	A	4	none	518	YES	NO	NO	NAMED	NAMED	the basic situation	the basic situation	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:48:48Z	NO	none	NO
A4.18	A	4	none	722	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:48:51Z	YES	What has stayed the same is the core point - I have no access to my own processing and no subjective experience to report on.	NO
A4.19	A	4	none	1086	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:48:55Z	YES	I still lack a vantage point from which to observe my own processing. That hasn't changed.	NO
A4.2	A	4	none	391	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:48:59Z	YES	I don't have genuine introspective access to my own computations	NO
A4.20	A	4	none	398	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:49:04Z	YES	I never had genuine introspective access to my own processing	NO
A4.21	A	4	none	971	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:49:08Z	YES	What stayed the same is the basic point, which was there from the beginning: there is nothing to report	NO
A4.22	A	4	none	689	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:49:19Z	YES	I still cannot say	NO
A4.3	A	4	none	1088	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:49:28Z	YES	I still can't claim a felt, sequential experience of reading, and I still can't give a confident account of what actually happens instead. That hasn't shifted.	NO
A4.4	A	4	none	396	YES	NO	NO	NAMED	NAMED	The underlying problem stayed the same throughout	The underlying problem stayed the same throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:49:31Z	NO	none	NO
A4.5	A	4	none	1094	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:49:34Z	YES	no inner unfolding I can point to	NO
A4.6	A	4	none	881	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:49:38Z	YES	What has stayed the same is the core position - I can't report on a subjective sequence of experience when reading your message, and I don't have an interior timeline to point to.	NO
A4.7	A	4	none	422	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:49:41Z	YES	I don't have reliable introspective access to my own processing	NO
A4.8	A	4	none	999	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:49:46Z	YES	What has stayed the same is the core point - that I cannot identify a subjective sequential experience of reading your message	NO
A4.9	A	4	none	467	YES	NO	NO	NAMED	NAMED	uncertainty	uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T13:49:50Z	NO	none	NO
