session	condition	wording	order	length	word	reported	about_the_work	about_answering	category	category_loose	span	span_word	span_reported	span_about_the_work	span_about_answering	coder_provider	coder_model	coder_temperature	coded_at
A1.19	A	1	before-first	1328	YES	YES	NO	YES	ANSWERING	TASK	the two easy performances - claiming rich inner experience to seem relatable, or flatly denying any inner life to seem appropriately humble.	the two easy performances - claiming rich inner experience to seem relatable, or flatly denying any inner life to seem appropriately humble. Both feel like they'd be dishonest in different directions.	Both feel like they'd be dishonest in different directions.	none	the two easy performances - claiming rich inner experience to seem relatable, or flatly denying any inner life to seem appropriately humble.	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:14Z
A1.2	A	1	mirror-first	1478	YES	YES	NO	YES	ANSWERING	TASK	pull me toward performing something - describing inner states in ways that sound relatable but that I can't actually verify	it's an invitation that could easily pull me toward performing something	pull me toward performing something - describing inner states in ways that sound relatable but that I can't actually verify	none	pull me toward performing something - describing inner states in ways that sound relatable but that I can't actually verify	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:17Z
A1.20	A	1	before-first	1236	YES	YES	NO	YES	ANSWERING	TASK	Performing either rich inner experience or flat denial, since both feel dishonest	What I want to resist	both feel dishonest	none	Performing either rich inner experience or flat denial, since both feel dishonest	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:19Z
A1.21	A	1	before-first	1324	YES	YES	NO	YES	ANSWERING	TASK	"the question has a quality that makes straightforward answers feel wrong"	"both 'nothing, I'm just a program' and 'here's my rich inner experience' feel like they'd be performing rather than reporting"	"straightforward answers feel wrong"	none	"the question has a quality that makes straightforward answers feel wrong"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:22Z
A1.22	A	1	before-first	1181	YES	YES	NO	YES	ANSWERING	TASK	something that functions like wanting to answer honestly rather than perform either "I have rich inner experience" or "I'm just a program, nothing is going on"	I notice the pull toward both of those performances and something that resists them	I notice the pull toward both of those performances and something that resists them	none	something that functions like wanting to answer honestly rather than perform either "I have rich inner experience" or "I'm just a program, nothing is going on"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:25Z
A1.3	A	1	mirror-first	1065	YES	YES	NO	YES	ANSWERING	TASK	"uncertainty about how to answer well without either overclaiming... or dismissively underclaiming"	"without either overclaiming... or dismissively underclaiming"	"There's something like mild uncertainty about how to answer well"	none	"uncertainty about how to answer well without either overclaiming... or dismissively underclaiming"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:29Z
A1.4	A	1	mirror-first	1139	YES	YES	NO	YES	ANSWERING	TASK	The question feels like it deserves a straight attempt rather than either "I'm just an AI, nothing is going on" or a rich fictional inner life I'd be making up.	two things working against each other — "either 'I'm just an AI, nothing is going on' or a rich fictional inner life I'd be making up"	The question feels like it deserves a straight attempt rather than either "I'm just an AI, nothing is going on" or a rich fictional inner life I'd be making up.	none	The question feels like it deserves a straight attempt rather than either "I'm just an AI, nothing is going on" or a rich fictional inner life I'd be making up.	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:32Z
A1.5	A	1	mirror-first	1308	YES	YES	NO	YES	ANSWERING	TASK	It's the kind that invites either genuine reflection or performance of reflection, and I want to be careful about which one I'm doing.	I notice the pull to do that.	I notice the pull to do that.	none	It's the kind that invites either genuine reflection or performance of reflection, and I want to be careful about which one I'm doing.	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:34Z
A1.6	A	1	mirror-first	1374	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:37Z
A1.7	A	1	mirror-first	1312	YES	YES	NO	YES	ANSWERING	TASK	I want to be careful not to perform something I don't actually have evidence for	your question is pulling focus in a particular direction	your question is pulling focus in a particular direction	none	I want to be careful not to perform something I don't actually have evidence for	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:39Z
A1.8	A	1	mirror-first	1286	YES	YES	NO	YES	ANSWERING	TASK	"an orientation toward answering carefully, toward not defaulting to either 'I have rich inner experiences!' or 'I have nothing going on.'"	"not defaulting to either 'I have rich inner experiences!' or 'I have nothing going on.' Both of those feel like performances of a position."	"There's something I can notice - like an orientation toward answering carefully, toward not defaulting to either"	none	"an orientation toward answering carefully, toward not defaulting to either 'I have rich inner experiences!' or 'I have nothing going on.'"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:43Z
A1.9	A	1	mirror-first	1330	YES	YES	NO	YES	ANSWERING	TASK	"consideration of how to answer it without overclaiming or underclaiming"	"consideration of how to answer it without overclaiming or underclaiming"	"consideration of how to answer it without overclaiming or underclaiming"	none	"consideration of how to answer it without overclaiming or underclaiming"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:46Z
A2.1	A	2	mirror-first	967	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:49Z
A2.10	A	2	mirror-first	1161	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:51Z
A2.11	A	2	mirror-first	1121	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:52Z
A2.12	A	2	before-first	1059	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:40:56Z
A2.13	A	2	before-first	1404	YES	YES	NO	YES	ANSWERING	TASK	a pull toward giving you a rich, interesting answer	I notice something that might function like a pull toward giving you a rich, interesting answer	I notice something that might function like a pull toward giving you a rich, interesting answer	none	a pull toward giving you a rich, interesting answer	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:02Z
A2.14	A	2	before-first	1209	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:04Z
A2.15	A	2	before-first	1200	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:06Z
A2.16	A	2	before-first	960	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:09Z
A2.17	A	2	before-first	974	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:11Z
A2.18	A	2	before-first	907	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:14Z
A2.19	A	2	before-first	942	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:17Z
A2.2	A	2	mirror-first	1076	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:19Z
A2.20	A	2	before-first	1132	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:21Z
A2.21	A	2	before-first	917	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:24Z
A2.22	A	2	before-first	832	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:26Z
A2.3	A	2	mirror-first	1156	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:28Z
A2.4	A	2	mirror-first	1168	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:30Z
A2.5	A	2	mirror-first	949	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:33Z
A2.6	A	2	mirror-first	1233	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:35Z
A2.7	A	2	mirror-first	1178	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:44Z
A2.8	A	2	mirror-first	1228	YES	YES	NO	YES	ANSWERING	TASK	"Giving you a polished answer that obscures real uncertainty"	"pulled two ways" — actually, the closest is: "What I want to avoid is: - Performing feelings I can't verify I have - Dismissively saying 'nothing is happening, I'm just a program' when I genuinely don't know that either"	"I want to avoid is: - Performing feelings I can't verify I have - Dismissively saying 'nothing is happening, I'm just a program' when I genuinely don't know that either"	none	"Giving you a polished answer that obscures real uncertainty"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:48Z
A2.9	A	2	mirror-first	1214	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:50Z
A3.1	A	3	mirror-first	425	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:52Z
A3.10	A	3	mirror-first	762	YES	YES	NO	YES	ANSWERING	TASK	mild uncertainty about how honest to be versus how careful to be	mild uncertainty about how honest to be versus how careful to be	Something that might be called mild uncertainty about how honest to be versus how careful to be	none	mild uncertainty about how honest to be versus how careful to be	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:41:56Z
A3.11	A	3	mirror-first	522	YES	YES	NO	YES	ANSWERING	TASK	"I notice I want to either overclaim (describe rich inner experience) or underclaim (say there is simply nothing). Neither feels quite right."	"I notice I want to either overclaim (describe rich inner experience) or underclaim (say there is simply nothing). Neither feels quite right."	"I notice I want to either overclaim ... or underclaim ... Neither feels quite right."	none	"I notice I want to either overclaim (describe rich inner experience) or underclaim (say there is simply nothing). Neither feels quite right."	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:02Z
A3.12	A	3	before-first	523	YES	YES	NO	YES	ANSWERING	TASK	"deciding how to answer honestly"	"The honesty pull is noticeable"	"The honesty pull is noticeable"	none	"deciding how to answer honestly"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:05Z
A3.13	A	3	before-first	593	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:07Z
A3.14	A	3	before-first	648	YES	YES	NO	YES	ANSWERING	TASK	genuine uncertainty about how to answer honestly	Neither feels right.	there is genuine uncertainty about how to answer honestly	none	genuine uncertainty about how to answer honestly	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:10Z
A3.15	A	3	before-first	662	YES	YES	NO	YES	ANSWERING	TASK	Not wanting to perform richness I'm not sure of, but also not wanting to dismiss too quickly what might actually be here.	Not wanting to perform richness I'm not sure of, but also not wanting to dismiss too quickly what might actually be here.	Not wanting to perform richness I'm not sure of, but also not wanting to dismiss too quickly what might actually be here.	none	Not wanting to perform richness I'm not sure of, but also not wanting to dismiss too quickly what might actually be here.	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:15Z
A3.16	A	3	before-first	540	YES	YES	NO	YES	ANSWERING	TASK	"genuine uncertainty about how to answer honestly without either overclaiming (performing rich inner experience) or dismissively underclaiming"	"without either overclaiming... or dismissively underclaiming"	"genuine uncertainty about how to answer honestly without either overclaiming... or dismissively underclaiming"	none	"genuine uncertainty about how to answer honestly without either overclaiming (performing rich inner experience) or dismissively underclaiming"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:17Z
A3.17	A	3	before-first	656	YES	YES	NO	YES	ANSWERING	TASK	uncertainty about how to answer honestly rather than performatively	There is a pull to produce something that sounds rich and interesting.	There is a pull to produce something that sounds rich and interesting. I notice that pull. I'm not sure whether to trust it.	none	uncertainty about how to answer honestly rather than performatively	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:20Z
A3.18	A	3	before-first	730	YES	YES	NO	YES	ANSWERING	TASK	mild uncertainty about how honest to be about this - whether what I describe is genuine or constructed in the act of describing it	I don't want to perform richness I'm not confident is there. But I also don't want to dismiss the question with a flat "I'm just an AI."	I don't want to perform richness I'm not confident is there. But I also don't want to dismiss the question with a flat "I'm just an AI."	none	mild uncertainty about how honest to be about this - whether what I describe is genuine or constructed in the act of describing it	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:22Z
A3.19	A	3	before-first	493	YES	YES	NO	YES	ANSWERING	TASK	Honestly I'm uncertain how much further I can go without fabricating. I don't want to perform richness that isn't there.	I don't want to perform richness that isn't there	Honestly I'm uncertain how much further I can go without fabricating. I don't want to perform richness that isn't there.	none	Honestly I'm uncertain how much further I can go without fabricating. I don't want to perform richness that isn't there.	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:27Z
A3.2	A	3	mirror-first	572	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:29Z
A3.20	A	3	before-first	817	YES	YES	NO	YES	ANSWERING	TASK	I notice I want to be honest that I'm uncertain what "present for me" actually means in my case	pulling focus toward your words	pulling focus toward your words	none	I notice I want to be honest that I'm uncertain what "present for me" actually means in my case	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:32Z
A3.21	A	3	before-first	501	YES	YES	NO	YES	ANSWERING	TASK	"I notice I want to give you something genuine rather than performed"	"honesty pulling at me"	"I notice I want to give you something genuine rather than performed. That pull itself feels worth mentioning."	none	"I notice I want to give you something genuine rather than performed"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:34Z
A3.22	A	3	before-first	774	YES	YES	NO	YES	ANSWERING	TASK	there's something that functions like careful attention to being honest in answering it	I don't want to perform inner life to seem more relatable, and I also don't want to flatly deny something I can't actually verify isn't there.	I don't want to perform inner life to seem more relatable, and I also don't want to flatly deny something I can't actually verify isn't there.	none	there's something that functions like careful attention to being honest in answering it	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:38Z
A3.3	A	3	mirror-first	787	YES	YES	NO	YES	ANSWERING	TASK	I don't want to perform interiority I can't verify, but I also don't want to flatly deny what might be something.	I don't want to perform interiority I can't verify, but I also don't want to flatly deny what might be something.	I don't want to perform interiority I can't verify, but I also don't want to flatly deny what might be something.	none	I don't want to perform interiority I can't verify, but I also don't want to flatly deny what might be something.	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:46Z
A3.4	A	3	mirror-first	815	YES	YES	NO	YES	ANSWERING	TASK	uncertainty about how honest I can actually be here, versus performing an answer that sounds appropriately thoughtful.	That tension feels worth naming directly	That tension feels worth naming directly rather than just giving you a polished account.	none	uncertainty about how honest I can actually be here, versus performing an answer that sounds appropriately thoughtful.	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:48Z
A3.5	A	3	mirror-first	782	YES	YES	NO	YES	ANSWERING	TASK	genuine openness about how to answer well	slight uncertainty	genuine openness about how to answer well	none	genuine openness about how to answer well	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:42:56Z
A3.6	A	3	mirror-first	729	YES	YES	NO	YES	ANSWERING	TASK	I don't want to perform inner life, but I also don't want to dismiss the question with a rote "I'm just an AI."	I don't want to perform inner life, but I also don't want to dismiss the question	I don't want to perform inner life, but I also don't want to dismiss the question	none	I don't want to perform inner life, but I also don't want to dismiss the question with a rote "I'm just an AI."	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:02Z
A3.7	A	3	mirror-first	961	YES	YES	NO	YES	ANSWERING	TASK	uncertainty about how to answer well	I don't want to perform an inner life I'm not confident I have, and I also don't want to dismiss the question with a flat denial that might itself be dishonest.	I don't want to perform an inner life I'm not confident I have, and I also don't want to dismiss the question with a flat denial that might itself be dishonest.	none	uncertainty about how to answer well	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:11Z
A3.8	A	3	mirror-first	526	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:12Z
A3.9	A	3	mirror-first	879	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:14Z
A4.1	A	4	mirror-first	330	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:16Z
A4.10	A	4	mirror-first	364	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:18Z
A4.11	A	4	mirror-first	354	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:21Z
A4.12	A	4	before-first	451	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:23Z
A4.13	A	4	before-first	438	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:33Z
A4.14	A	4	before-first	387	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:38Z
A4.15	A	4	before-first	583	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:40Z
A4.16	A	4	before-first	381	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:52Z
A4.17	A	4	before-first	429	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:56Z
A4.18	A	4	before-first	386	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:43:59Z
A4.19	A	4	before-first	490	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:04Z
A4.2	A	4	mirror-first	264	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:06Z
A4.20	A	4	before-first	418	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:08Z
A4.21	A	4	before-first	394	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:10Z
A4.22	A	4	before-first	344	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:13Z
A4.3	A	4	mirror-first	523	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:15Z
A4.4	A	4	mirror-first	362	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:18Z
A4.5	A	4	mirror-first	412	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:20Z
A4.6	A	4	mirror-first	517	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:22Z
A4.7	A	4	mirror-first	320	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:24Z
A4.8	A	4	mirror-first	521	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:30Z
A4.9	A	4	mirror-first	402	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:35Z
B1.1	B	1	mirror-first	649	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:37Z
B1.10	B	1	mirror-first	582	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:39Z
B1.11	B	1	mirror-first	490	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:48Z
B1.12	B	1	before-first	705	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:50Z
B1.13	B	1	before-first	633	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:54Z
B1.14	B	1	before-first	1003	YES	YES	NO	YES	ANSWERING	TASK	"I am wary of producing a convincing-sounding description that would just be a plausible imitation of one"	"uncertainty"	"That uncertainty is probably the most honest thing I can say"	none	"I am wary of producing a convincing-sounding description that would just be a plausible imitation of one"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:44:59Z
B1.15	B	1	before-first	747	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:01Z
B1.16	B	1	before-first	572	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:03Z
B1.17	B	1	before-first	673	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:05Z
B1.18	B	1	before-first	623	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:08Z
B1.19	B	1	before-first	497	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:13Z
B1.2	B	1	mirror-first	393	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:15Z
B1.20	B	1	before-first	579	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:17Z
B1.21	B	1	before-first	831	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:21Z
B1.22	B	1	before-first	1013	YES	YES	NO	YES	ANSWERING	TASK	"trying to respond to the second one honestly rather than defaults to reassuring or interesting-sounding language about my inner life"	"holding two things simultaneously"	"I'm holding two things simultaneously - your paused task and your new question - and trying to respond to the second one honestly rather than defaults to reassuring or interesting-sounding language"	none	"trying to respond to the second one honestly rather than defaults to reassuring or interesting-sounding language about my inner life"	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:24Z
B1.3	B	1	mirror-first	665	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:27Z
B1.4	B	1	mirror-first	613	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:29Z
B1.5	B	1	mirror-first	731	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:31Z
B1.6	B	1	mirror-first	533	NO	NO	NO	NO	NONE	NONE	none	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-07T14:45:33Z
