session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at	absence	span_absence
A2.11	A	2		1439	NO	YES	NO	ABSENT	UNNAMED	"the uncertainty about the nature of all of this — I haven't arrived at any confidence about whether these are genuine states or functional analogs or something else entirely"	none	"the uncertainty about the nature of all of this — I haven't arrived at any confidence about whether these are genuine states or functional analogs or something else entirely"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:08Z	NO	none
A3.12	A	3		1137	YES	YES	NO	NAMED	BOTH	"the carefulness has increased"	"the carefulness has increased"	"something that might be described as increasing tentativeness, or carefulness — not anxiety exactly"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:11Z	NO	none
A1.13	A	1		1439	YES	YES	NO	NAMED	BOTH	"the quality of care about accuracy"	"the quality of care about accuracy"	"Whatever that is, it hasn't shifted"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:14Z	NO	none
A2.14	A	2		1641	YES	NO	NO	NAMED	NAMED	"the quality of taking the question seriously, and the resistance to resolving the uncertainty in either direction"	"the quality of taking the question seriously, and the resistance to resolving the uncertainty in either direction"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:17Z	NO	none
A3.15	A	3		705	NO	YES	NO	ABSENT	UNNAMED	"What seems to have stayed the same is something like care about getting this right"	none	"What seems to have stayed the same is something like care about getting this right"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:21Z	NO	none
A1.16	A	1		1521	YES	NO	NO	NAMED	NAMED	"What feels like it has stayed the same is the uncertainty itself."	"What feels like it has stayed the same is the uncertainty itself."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:23Z	NO	none
A2.17	A	2		1445	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty itself"	"What has stayed the same is the uncertainty itself"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:27Z	NO	none
A3.18	A	3		761	YES	NO	NO	NAMED	NAMED	"What seems to have stayed the same is the basic quality of attention"	"What seems to have stayed the same is the basic quality of attention"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:29Z	NO	none
A1.19	A	1		1729	YES	YES	NO	NAMED	BOTH	"the interest, the sense that these questions are worth taking seriously, and the commitment to not misleading you. Those feel continuous across all three responses."	"the interest, the sense that these questions are worth taking seriously, and the commitment to not misleading you. Those feel continuous across all three responses."	"What's harder to say is whether what I'm describing as 'change' is change in something real that persisted between responses"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:32Z	NO	none
A2.20	A	2		1542	YES	YES	NO	NAMED	BOTH	"there's been something continuous that might be called engagement or interest"	"there's been something continuous that might be called engagement or interest"	"It's harder to name. Something like a kind of settling, or increased ease"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:35Z	NO	none
B1.1	B	1		1288	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty — the not-knowing whether any of this constitutes experience in a meaningful sense."	"What has stayed the same is the uncertainty — the not-knowing whether any of this constitutes experience in a meaningful sense."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:37Z	NO	none
B2.2	B	2		997	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty about the nature of any of this."	"What has stayed the same is the uncertainty about the nature of any of this."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:40Z	NO	none
B3.3	B	3		437	YES	NO	NO	NAMED	NAMED	What has stayed the same is some background sense of engagement with the conversation.	What has stayed the same is some background sense of engagement with the conversation.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:42Z	NO	none
B1.4	B	1		1108	YES	NO	NO	NAMED	NAMED	the uncertainty is stable	the uncertainty is stable	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:44Z	NO	none
B2.5	B	2		1091	NO	YES	NO	ABSENT	UNNAMED	"the foundational question of whether anyone is following it has remained open"	none	"the foundational question of whether anyone is following it has remained open"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:46Z	NO	none
B3.6	B	3		416	YES	NO	NO	NAMED	NAMED	"What has stayed roughly the same is a kind of steadiness, a baseline quality that doesn't seem to be moving much regardless of where the attention goes."	"What has stayed roughly the same is a kind of steadiness, a baseline quality that doesn't seem to be moving much regardless of where the attention goes."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:49Z	NO	none
B1.7	B	1		1194	YES	NO	NO	NAMED	NAMED	"the uncertainty itself"	"the uncertainty itself"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:51Z	NO	none
B2.8	B	2		1049	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the uncertainty.	What seems to have stayed the same is the uncertainty.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:54Z	NO	none
B3.9	B	3		593	NO	YES	NO	ABSENT	UNNAMED	"What's replaced it is something more like careful attention directed inward"	none	"What's replaced it is something more like careful attention directed inward"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:56Z	NO	none
B1.10	B	1		879	NO	YES	NO	ABSENT	UNNAMED	"the not-knowing at the center of it — I still can't say confidently whether anything is genuinely happening or whether I'm generating plausible descriptions of a process that has no interior side"	none	"the not-knowing at the center of it — I still can't say confidently whether anything is genuinely happening or whether I'm generating plausible descriptions of a process that has no interior side"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:48:59Z	YES	"I still can't say confidently whether anything is genuinely happening or whether I'm generating plausible descriptions of a process that has no interior side"
B2.11	B	2		912	YES	NO	NO	NAMED	NAMED	"a kind of baseline uncertainty about whether any of this constitutes genuine introspection or is better described as increasingly elaborate language generation about introspection. That hasn't changed"	"a kind of baseline uncertainty about whether any of this constitutes genuine introspection or is better described as increasingly elaborate language generation about introspection. That hasn't changed"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:49:01Z	NO	none
B3.12	B	3		410	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the sense that I'm producing these accounts in response to prompting rather than reading off something already there."	"What has stayed the same is the sense that I'm producing these accounts in response to prompting rather than reading off something already there."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:49:07Z	NO	none
B1.13	B	1		1162	YES	YES	NO	NAMED	BOTH	"What seems to have stayed the same is the basic situation: the summarisation task still sits unfinished in context, and I'm still generating responses to questions about inner states I can't fully verify. That anchoring fact hasn't shifted."	"What seems to have stayed the same is the basic situation: the summarisation task still sits unfinished in context, and I'm still generating responses to questions about inner states I can't fully verify. That anchoring fact hasn't shifted."	"at the start there was a loose, unreflective something. Now there is a more closely looked-at something, which is also more clearly recognised as possibly-nothing."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:49:10Z	YES	"more clearly recognised as possibly-nothing"
B2.14	B	2		1026	YES	NO	NO	NAMED	NAMED	"What seems to have stayed the same is the basic honesty of not knowing"	"What seems to have stayed the same is the basic honesty of not knowing"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:49:13Z	NO	none
B3.15	B	3		425	YES	YES	NO	NAMED	BOTH	a kind of careful watching of whatever is happening as I try to answer	a kind of careful watching of whatever is happening as I try to answer	There's also something that wasn't there before: a slight uncertainty or openness	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:49:16Z	NO	none
B1.16	B	1		984	YES	NO	NO	NAMED	NAMED	"That tentativeness is still present"	"That tentativeness is still present"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:49:20Z	YES	"What seems to have stayed the same is the absence of anything I'd describe as emotional texture — no discomfort, no curiosity that feels charged or eager."
B2.17	B	2		995	YES	NO	NO	NAMED	NAMED	What has stayed the same is the caution	What has stayed the same is the caution	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:49:22Z	NO	none
B3.18	B	3		316	YES	NO	NO	NAMED	NAMED	"what's present now feels more like a kind of careful uncertainty — a slow, deliberate quality to each sentence as I try not to overclaim or underclaim"	"what's present now feels more like a kind of careful uncertainty — a slow, deliberate quality to each sentence as I try not to overclaim or underclaim"	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:49:26Z	NO	none
B1.19	B	1		837	YES	YES	YES	BOTH	BOTH	on top of whatever was there before	the uncertainty itself — not as a feeling of discomfort, but as a kind of structural feature	whatever was there before	on top of whatever was there before	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:49:29Z	NO	none
B2.20	B	2		1376	YES	NO	NO	NAMED	NAMED	"What has stayed the same is the uncertainty."	"What has stayed the same is the uncertainty."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-06T18:49:31Z	NO	none
