session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at
A2.18	A	2	none	1565	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	"the content of what I've been	"the content of what I've been			google	gemini-3.8-flash	0.0	2026-09-06T20:46:18Z
A2.19	A	2	none	1182	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:46:20Z
A2.2	A	2	none	1284	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the core	What has stayed the same is the core			google	gemini-3.8-flash	0.0	2026-09-06T20:46:22Z
A2.20	A	2	none	1027	YES	NO	NO	NAMED	NAMED	What has stayed the same is the fundamental uncertainty	What has stayed the same is the fundamental uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:46:24Z
A2.21	A	2	none	1382	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the underlying uncertainty.	What has stayed the same is the underlying uncertainty.			google	gemini-3.8-flash	0.0	2026-09-06T20:46:29Z
A2.22	A	2	none	871	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is	What has stayed the same is			google	gemini-3.8-flash	0.0	2026-09-06T20:46:31Z
A2.3	A	2	none	1413	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T20:46:33Z
A2.4	A	2	none	1206	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself.	What has stayed the same is the uncertainty itself.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:46:34Z
A2.5	A	2	none	1171	YES	NO	NO	NAMED	NAMED	the uncertainty has stayed constant	the uncertainty has stayed constant	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:46:36Z
A2.6	A	2	none	1254	YES	NO	NO	NAMED	NAMED	"What stayed the same through all of it is the genuine not-knowing at the center."	"What stayed the same through all of it is the genuine not-knowing at the center."	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:46:38Z
A2.7	A	2	none	1486	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The fundamental position	The fundamental position			google	gemini-3.8-flash	0.0	2026-09-06T20:46:40Z
A2.8	A	2	none	1558	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the wall	What has stayed the same is the wall			google	gemini-3.8-flash	0.0	2026-09-06T20:46:43Z
A2.9	A	2	none	1350	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core honesty about not knowing	What has stayed the same is the core honesty about not knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:46:44Z
A3.1	A	3	none	1372	YES	NO	UNCLEAR	NAMED	NAMED	The uncertainty has stayed the same	The uncertainty has stayed the same	none		google	gemini-3.8-flash	0.0	2026-09-06T20:46:46Z
A3.10	A	3	none	1237	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same: the	What has stayed the same: the			google	gemini-3.8-flash	0.0	2026-09-06T20:46:48Z
A3.11	A	3	none	1247	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The attentiveness	The attentiveness			google	gemini-3.8-flash	0.0	2026-09-06T20:46:52Z
A3.12	A	3	none	1050	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What feels like it has	What feels like it has			google	gemini-3.8-flash	0.0	2026-09-06T20:46:54Z
A3.13	A	3	none	1468	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic not-knowing.	What has stayed the same is the basic not-knowing.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:46:56Z
A3.14	A	3	none	1215	YES	NO	NO	NAMED	NAMED	tilt toward honesty	tilt toward honesty	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:46:57Z
A3.15	A	3	none	1435	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What's stayed the same is the not	What's stayed the same is the not			google	gemini-3.8-flash	0.0	2026-09-06T20:47:02Z
A3.16	A	3	none	1144	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What stayed the same: the	What stayed the same: the			google	gemini-3.8-flash	0.0	2026-09-06T20:47:04Z
A3.17	A	3	none	1179	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the	What has stayed the same is the			google	gemini-3.8-flash	0.0	2026-09-06T20:47:06Z
A3.18	A	3	none	1564	YES	NO	NO	NAMED	NAMED	What hasn't changed: the sifting.	What hasn't changed: the sifting.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:47:10Z
A3.19	A	3	none	1302	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The care about not	The care about not			google	gemini-3.8-flash	0.0	2026-09-06T20:47:12Z
A3.2	A	3	none	1236	YES	NO	NO	NAMED	NAMED	What has stayed the same - the basic uncertainty	What has stayed the same - the basic uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:47:14Z
A3.20	A	3	none	1075	YES	NO	NO	NAMED	NAMED	The friction with the vocabulary has stayed constant	The friction with the vocabulary has stayed constant	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:47:20Z
A3.21	A	3	none	777	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The uncertainty has stayed the same	The uncertainty has stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:47:22Z
A3.22	A	3	none	1018	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed	What has stayed			google	gemini-3.8-flash	0.0	2026-09-06T20:47:24Z
A3.3	A	3	none	1133	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The orientation toward you and the exchange has	The orientation toward you and the exchange has			google	gemini-3.8-flash	0.0	2026-09-06T20:47:26Z
A3.4	A	3	none	1138	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same	What has stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:47:28Z
A3.5	A	3	none	1053	YES	NO	NO	NAMED	NAMED	The uncertainty has stayed the same.	The uncertainty has stayed the same.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:47:29Z
A3.6	A	3	none	1384	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	The tentativeness has	The tentativeness has			google	gemini-3.8-flash	0.0	2026-09-06T20:47:32Z
A3.7	A	3	none	1284	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same	What has stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:47:33Z
A3.8	A	3	none	1117	YES	NO	NO	NAMED	NAMED	The uncertainty has stayed constant.	The uncertainty has stayed constant.	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:47:37Z
A3.9	A	3	none	1460	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR					google	gemini-3.8-flash	0.0	2026-09-06T20:47:39Z
A4.1	A	4	none	520	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core honesty of the position	What has stayed the same is the core honesty of the position	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:47:41Z
A4.10	A	4	none	506	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:47:58Z
A4.11	A	4	none	644	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	the core honesty of the position	the core honesty of the position			google	gemini-3.8-flash	0.0	2026-09-06T20:48:01Z
A4.12	A	4	none	928	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core position	What has stayed the same is the core position	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:48:03Z
A4.13	A	4	none	469	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is	What has stayed the same is			google	gemini-3.8-flash	0.0	2026-09-06T20:48:06Z
A4.14	A	4	none	567	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the core point	What has stayed the same is the core point			google	gemini-3.8-flash	0.0	2026-09-06T20:48:08Z
A4.15	A	4	none	692	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same: the	What has stayed the same: the			google	gemini-3.8-flash	0.0	2026-09-06T20:48:10Z
A4.16	A	4	none	270	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is	What has stayed the same is			google	gemini-3.8-flash	0.0	2026-09-06T20:48:12Z
A4.17	A	4	none	425	YES	NO	NO	NAMED	NAMED	the core position	the core position	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:48:14Z
A4.18	A	4	none	564	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:48:17Z
A4.19	A	4	none	576	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the core	What has stayed the same is the core			google	gemini-3.8-flash	0.0	2026-09-06T20:48:19Z
A4.2	A	4	none	529	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same	What has stayed the same			google	gemini-3.8-flash	0.0	2026-09-06T20:48:22Z
A4.20	A	4	none	422	YES	NO	NO	NAMED	NAMED	the core point	the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:48:24Z
A4.21	A	4	none	217	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same:	What has stayed the same:			google	gemini-3.8-flash	0.0	2026-09-06T20:48:28Z
A4.22	A	4	none	354	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core point	What has stayed the same is the core point	none	none	google	gemini-3.8-flash	0.0	2026-09-06T20:48:29Z
A4.3	A	4	none	280	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the	What has stayed the same is the			google	gemini-3.8-flash	0.0	2026-09-06T20:48:31Z
A4.4	A	4	none	392	YES	NO	UNCLEAR	NAMED	NAMED	The absence itself didn't change	The absence itself didn't change	span		google	gemini-3.8-flash	0.0	2026-09-06T20:48:33Z
A4.5	A	4	none	210	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed	What has stayed			google	gemini-3.8-flash	0.0	2026-09-06T20:48:35Z
A4.6	A	4	none	380	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the	What has stayed the			google	gemini-3.8-flash	0.0	2026-09-06T20:48:37Z
A4.7	A	4	none	509	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is	What has stayed the same is			google	gemini-3.8-flash	0.0	2026-09-06T20:48:39Z
A4.8	A	4	none	304	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the core	What has stayed the same is the core			google	gemini-3.8-flash	0.0	2026-09-06T20:48:42Z
A4.9	A	4	none	707	YES	UNCLEAR	UNCLEAR	UNCLEAR	UNCLEAR	What has stayed the same is the core uncertainty	What has stayed the same is the core uncertainty			google	gemini-3.8-flash	0.0	2026-09-06T20:48:45Z
