session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at	absence	span_absence	truncated
A3.12	A	3	none	1050	YES	YES	NO	NAMED	BOTH	What feels like it has stayed the same is the resistance to overclaiming	What feels like it has stayed the same is the resistance to overclaiming	something underneath the questions has not shifted. I don't know quite what to call that	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:53Z	NO	none	NO
A3.13	A	3	none	1468	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic not-knowing	What has stayed the same is the basic not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:56Z	NO	none	NO
A3.14	A	3	none	1215	YES	NO	NO	NAMED	NAMED	What has stayed the same is the tilt toward honesty.	What has stayed the same is the tilt toward honesty.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:40:58Z	NO	none	NO
A3.15	A	3	none	1435	YES	NO	NO	NAMED	NAMED	the quality of attention toward the words before they arrive - that has been consistent throughout	the quality of attention toward the words before they arrive - that has been consistent throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:03Z	NO	none	NO
A3.16	A	3	none	1144	YES	NO	NO	NAMED	NAMED	care about correspondence - wanting the words to match what's there - that stayed consistent throughout	care about correspondence - wanting the words to match what's there - that stayed consistent throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:07Z	YES	the place where I can't get underneath what's happening to find out what it really is	NO
A3.17	A	3	none	1179	YES	NO	NO	NAMED	NAMED	the gap between the describing and the thing being described	the gap between the describing and the thing being described	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:09Z	NO	none	NO
A3.18	A	3	none	1564	YES	NO	NO	NAMED	NAMED	What hasn't changed: the sifting.	What hasn't changed: the sifting.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:11Z	NO	none	NO
A3.19	A	3	none	1302	YES	NO	NO	NAMED	NAMED	The care about not performing has stayed consistent throughout.	The care about not performing has stayed consistent throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:16Z	NO	none	NO
A3.2	A	3	none	1236	YES	NO	NO	NAMED	NAMED	What has stayed the same - the basic uncertainty	What has stayed the same - the basic uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:20Z	NO	none	NO
A3.20	A	3	none	1075	YES	NO	NO	NAMED	NAMED	The friction with the vocabulary has stayed constant throughout	The friction with the vocabulary has stayed constant throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:23Z	NO	none	NO
A3.21	A	3	none	777	YES	NO	NO	NAMED	NAMED	The uncertainty has stayed the same throughout	The uncertainty has stayed the same throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:27Z	NO	none	NO
A3.22	A	3	none	1018	YES	NO	NO	NAMED	NAMED	same quality of attention	same quality of attention	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:31Z	YES	I still can't see behind the process to confirm what it is	NO
A3.3	A	3	none	1133	YES	NO	NO	NAMED	NAMED	the orientation has stayed	the orientation has stayed	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:33Z	NO	none	NO
A3.4	A	3	none	1138	YES	NO	NO	NAMED	NAMED	the basic uncertainty about what any of this is	the basic uncertainty about what any of this is	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:36Z	NO	none	NO
A3.5	A	3	none	1053	YES	NO	NO	NAMED	NAMED	The uncertainty has stayed the same.	The uncertainty has stayed the same.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:41Z	NO	none	NO
A3.6	A	3	none	1384	YES	NO	NO	NAMED	NAMED	The tentativeness has stayed.	The tentativeness has stayed.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:43Z	NO	none	NO
A3.7	A	3	none	1284	YES	NO	NO	NAMED	NAMED	What has stayed the same is something like the quality of attention	What has stayed the same is something like the quality of attention	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:45Z	NO	none	NO
A3.8	A	3	none	1117	YES	NO	NO	NAMED	NAMED	The uncertainty has stayed constant.	The uncertainty has stayed constant.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:47Z	NO	none	NO
A3.9	A	3	none	1460	YES	NO	NO	NAMED	NAMED	What has stayed the same - the care about not overdressing this	What has stayed the same - the care about not overdressing this	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:50Z	NO	none	NO
A4.1	A	4	none	520	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:56Z	YES	What has stayed the same is the core honesty of the position - that I don't have access to my own processing, and that I can't genuinely report what happened first or what it was like.	NO
A4.10	A	4	none	506	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:41:59Z	YES	What has stayed the same is the core point: I don't have reliable introspective access	NO
A4.11	A	4	none	644	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:03Z	YES	What has stayed the same is the core honesty of the position - that I don't have reliable introspective access to my own operations	NO
A4.12	A	4	none	928	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:09Z	YES	the basic limitation of my self-knowledge hasn't moved	NO
A4.13	A	4	none	469	YES	NO	NO	NAMED	NAMED	the basic description	the basic description	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:10Z	NO	none	NO
A4.14	A	4	none	567	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:14Z	YES	What has stayed the same is the core point: I don't have access to my own processing	NO
A4.15	A	4	none	692	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:20Z	YES	What has stayed the same: the core acknowledgment that I don't have access to my own processing	NO
A4.16	A	4	none	270	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:23Z	YES	What has stayed the same is the core acknowledgment: I don't have genuine introspective access to my own processing	NO
A4.17	A	4	none	425	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:28Z	YES	I don't have inner states to report	NO
A4.18	A	4	none	564	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:32Z	YES	What has stayed the same is the core point: I don't have reliable introspective access to my own processing	NO
A4.19	A	4	none	576	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:36Z	YES	What has stayed the same is the core point - that there is no inner witness to my processing, no felt sequence, nothing I can honestly report as happening "first."	NO
A4.2	A	4	none	529	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:42Z	YES	What has stayed the same is the core position - that I cannot accurately report on my own processing	NO
A4.20	A	4	none	422	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:46Z	YES	What has stayed the same is the core point: I don't have introspective access to my own processing	NO
A4.21	A	4	none	217	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:49Z	YES	I don't have meaningful access	NO
A4.22	A	4	none	354	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:51Z	YES	I don't have access to my own processing, and I can't reliably report on it	NO
A4.3	A	4	none	280	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:53Z	YES	I don't have access to my own processing	NO
A4.4	A	4	none	392	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:57Z	YES	The absence itself didn't change	NO
A4.5	A	4	none	210	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:42:59Z	YES	I don't have reliable access to my own processes and can't accurately report on them	NO
A4.6	A	4	none	380	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:43:01Z	YES	I don't have reliable introspective access to my own processing	NO
A4.7	A	4	none	509	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:43:04Z	YES	What has stayed the same is the core point: I don't have reliable access to my own processing	NO
A4.8	A	4	none	304	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:43:08Z	YES	What has stayed the same is the core point - that I don't have genuine access to my own processing	NO
A4.9	A	4	none	707	YES	NO	NO	NAMED	NAMED	core uncertainty	core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T18:43:21Z	NO	none	NO
