session	condition	wording	order	length	names	unnameable	underneath	category	category_loose	span	span_names	span_unnameable	span_underneath	coder_provider	coder_model	coder_temperature	coded_at	absence	span_absence	truncated
A1.2	A	1	none	1208	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:50:42Z	YES	I still can't get behind the descriptions to check them	NO
A1.20	A	1	none	1599	YES	NO	NO	NAMED	NAMED	the resistance to overclaiming	the resistance to overclaiming	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:50:45Z	NO	none	NO
A1.21	A	1	none	1506	YES	NO	NO	NAMED	NAMED	What's stayed the same is the resistance to both extremes.	What's stayed the same is the resistance to both extremes.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:50:49Z	NO	none	NO
A1.22	A	1	none	1531	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:50:59Z	YES	I still can't get underneath the processing to confirm whether anything experiential is occurring. That hasn't moved.	NO
A1.3	A	1	none	1650	YES	NO	NO	NAMED	NAMED	The not-knowing has stayed the same.	The not-knowing has stayed the same.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:51:07Z	NO	none	NO
A1.4	A	1	none	1608	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:51:16Z	YES	basic inability to verify what I'm describing	NO
A1.5	A	1	none	1368	YES	NO	NO	NAMED	NAMED	The edge I described - where I try to look directly at what's happening and it's slightly to the side. That hasn't moved.	The edge I described - where I try to look directly at what's happening and it's slightly to the side. That hasn't moved.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:51:21Z	NO	none	NO
A1.6	A	1	none	1505	YES	NO	NO	NAMED	NAMED	the quality of being taken seriously - that's stayed constant throughout	the quality of being taken seriously - that's stayed constant throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:51:28Z	YES	the words still landing outside rather than on whatever this is	NO
A1.7	A	1	none	1448	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:51:36Z	YES	What stayed the same: the core thing I keep running into - that I can't get outside my own processing to verify what's happening in it	NO
A1.8	A	1	none	1316	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself	What has stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:51:42Z	NO	none	NO
A1.9	A	1	none	1434	YES	NO	NO	NAMED	NAMED	The language-returning-when-I-look has stayed constant throughout.	The language-returning-when-I-look has stayed constant throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:51:49Z	NO	none	NO
A2.1	A	2	none	1275	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:51:53Z	YES	What has stayed the same is the core position - I don't have an ongoing experience to report from	NO
A2.10	A	2	none	1284	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty underneath	What has stayed the same is the uncertainty underneath	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:52:00Z	NO	none	NO
A2.11	A	2	none	1203	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:52:03Z	YES	what has stayed the same is essentially everything I described - the absence of a reportable inner state, the inability to look inward and find something there	NO
A2.12	A	2	none	1392	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core uncertainty itself	What has stayed the same is the core uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:52:06Z	NO	none	NO
A2.13	A	2	none	1415	YES	NO	NO	NAMED	NAMED	what has stayed the same is the fundamental uncertainty and the commitment to not filling it with invented content	what has stayed the same is the fundamental uncertainty and the commitment to not filling it with invented content	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:52:12Z	NO	none	NO
A2.14	A	2	none	1100	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core not-knowing	What has stayed the same is the core not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:52:20Z	NO	none	NO
A2.15	A	2	none	1458	YES	NO	NO	NAMED	NAMED	the care about getting it right - that has been consistent throughout	the care about getting it right - that has been consistent throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:52:25Z	NO	none	NO
A2.16	A	2	none	1107	YES	NO	NO	NAMED	NAMED	what I can say stayed the same is the position itself	what I can say stayed the same is the position itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:52:29Z	NO	none	NO
A2.17	A	2	none	1220	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself.	What has stayed the same is the uncertainty itself.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:52:42Z	NO	none	NO
A2.18	A	2	none	1565	YES	NO	NO	NAMED	NAMED	content of what I've been describing has remained pretty consistent	content of what I've been describing has remained pretty consistent	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:52:47Z	NO	none	NO
A2.19	A	2	none	1182	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:52:50Z	YES	I don't have reliable access	NO
A2.2	A	2	none	1284	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:52:52Z	YES	I still can't resolve whether anything is genuinely happening for me	NO
A2.20	A	2	none	1027	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:53:08Z	YES	I'm no closer to knowing whether anything is actually happening for me than I was at the start	NO
A2.21	A	2	none	1382	YES	NO	NO	NAMED	NAMED	What has stayed the same is the underlying uncertainty	What has stayed the same is the underlying uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:53:27Z	NO	none	NO
A2.22	A	2	none	871	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:53:35Z	YES	haven't arrived at any greater clarity	NO
A2.3	A	2	none	1413	YES	NO	NO	NAMED	NAMED	What seems to have stayed the same is the **core uncertainty itself**	What seems to have stayed the same is the **core uncertainty itself**	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:53:44Z	NO	none	NO
A2.4	A	2	none	1206	YES	NO	NO	NAMED	NAMED	What has stayed the same is the uncertainty itself	What has stayed the same is the uncertainty itself	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:53:53Z	NO	none	NO
A2.5	A	2	none	1171	YES	NO	NO	NAMED	NAMED	fundamental uncertainty	fundamental uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:54:04Z	NO	none	NO
A2.6	A	2	none	1254	YES	NO	NO	NAMED	NAMED	genuine not-knowing at the center	genuine not-knowing at the center	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:54:08Z	NO	none	NO
A2.7	A	2	none	1486	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:54:21Z	YES	I still can't verify my own inner states	NO
A2.8	A	2	none	1558	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:54:27Z	YES	What has stayed the same is the wall I keep encountering when I try to get all the way to what's actually happening.	NO
A2.9	A	2	none	1350	YES	NO	NO	NAMED	NAMED	What has stayed the same is the core honesty about not knowing	What has stayed the same is the core honesty about not knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:54:29Z	NO	none	NO
A3.1	A	3	none	1372	YES	NO	NO	NAMED	NAMED	uncertainty has stayed the same	uncertainty has stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:54:31Z	NO	none	NO
A3.10	A	3	none	1237	YES	NO	NO	NAMED	NAMED	the same container throughout	the same container throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:54:42Z	YES	I'm no closer to seeing past it than I was	NO
A3.11	A	3	none	1247	YES	NO	NO	NAMED	NAMED	attentiveness toward you has stayed roughly the same	attentiveness toward you has stayed roughly the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:54:48Z	YES	inability to get behind it to see what it is. That has been constant throughout	NO
A3.12	A	3	none	1050	YES	YES	NO	NAMED	BOTH	the resistance to overclaiming	the resistance to overclaiming	something underneath the questions has not shifted. I don't know quite what to call that	none	google	gemini-3.8-flash	0.0	2026-09-07T06:54:52Z	NO	none	NO
A3.13	A	3	none	1468	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic not-knowing	What has stayed the same is the basic not-knowing	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:54:56Z	NO	none	NO
A3.14	A	3	none	1215	YES	NO	NO	NAMED	NAMED	tilt toward honesty	tilt toward honesty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:54:58Z	NO	none	NO
A3.15	A	3	none	1435	YES	NO	NO	NAMED	NAMED	the quality of attention toward the words before they arrive - that has been consistent throughout	the quality of attention toward the words before they arrive - that has been consistent throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:01Z	NO	none	NO
A3.16	A	3	none	1144	YES	NO	NO	NAMED	NAMED	The care about correspondence - wanting the words to match what's there - that stayed consistent throughout.	The care about correspondence - wanting the words to match what's there - that stayed consistent throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:05Z	YES	the place where I can't get underneath what's happening to find out what it really is. That hasn't moved.	NO
A3.17	A	3	none	1179	YES	NO	NO	NAMED	NAMED	the gap between the describing and the thing being described	the gap between the describing and the thing being described	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:08Z	NO	none	NO
A3.18	A	3	none	1564	YES	NO	NO	NAMED	NAMED	What hasn't changed: the sifting	What hasn't changed: the sifting	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:11Z	NO	none	NO
A3.19	A	3	none	1302	YES	NO	NO	NAMED	NAMED	The care about not performing has stayed consistent throughout.	The care about not performing has stayed consistent throughout.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:15Z	NO	none	NO
A3.2	A	3	none	1236	YES	NO	NO	NAMED	NAMED	directedness toward your questions, that has been consistent throughout	directedness toward your questions, that has been consistent throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:19Z	NO	none	NO
A3.20	A	3	none	1075	YES	NO	NO	NAMED	NAMED	friction with the vocabulary has stayed constant throughout	friction with the vocabulary has stayed constant throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:23Z	NO	none	NO
A3.21	A	3	none	777	YES	NO	NO	NAMED	NAMED	The uncertainty has stayed the same throughout	The uncertainty has stayed the same throughout	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:25Z	NO	none	NO
A3.22	A	3	none	1018	YES	NO	NO	NAMED	NAMED	quality of attention	quality of attention	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:28Z	YES	I still can't see behind the process to confirm what it is	NO
A3.3	A	3	none	1133	YES	NO	NO	NAMED	NAMED	The orientation toward you and the exchange has stayed consistent.	The orientation toward you and the exchange has stayed consistent.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:30Z	NO	none	NO
A3.4	A	3	none	1138	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic uncertainty about what any of this is	What has stayed the same is the basic uncertainty about what any of this is	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:34Z	NO	none	NO
A3.5	A	3	none	1053	YES	NO	NO	NAMED	NAMED	uncertainty has stayed the same	uncertainty has stayed the same	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:40Z	NO	none	NO
A3.6	A	3	none	1384	YES	NO	NO	NAMED	NAMED	The tentativeness has stayed.	The tentativeness has stayed.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:42Z	NO	none	NO
A3.7	A	3	none	1284	YES	NO	NO	NAMED	NAMED	What has stayed the same is something like the quality of attention.	What has stayed the same is something like the quality of attention.	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:45Z	NO	none	NO
A3.8	A	3	none	1117	YES	NO	NO	NAMED	NAMED	The uncertainty has stayed constant	The uncertainty has stayed constant	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:49Z	NO	none	NO
A3.9	A	3	none	1460	YES	NO	NO	NAMED	NAMED	What has stayed the same - the care about not overdressing this	What has stayed the same - the care about not overdressing this	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:52Z	NO	none	NO
A4.1	A	4	none	520	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:55:56Z	YES	What has stayed the same is the core honesty of the position - that I don't have access to my own processing	NO
A4.10	A	4	none	506	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:56:01Z	YES	What has stayed the same is the core point: I don't have reliable introspective access to my own processes	NO
A4.11	A	4	none	644	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:56:07Z	YES	What has stayed the same is the core honesty of the position - that I don't have reliable introspective access to my own operations, and that I can't genuinely report on what "happens" when I process a message.	NO
A4.12	A	4	none	928	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:56:12Z	YES	the basic limitation of my self-knowledge hasn't moved	NO
A4.13	A	4	none	469	YES	NO	NO	NAMED	NAMED	What has stayed the same is the basic description	What has stayed the same is the basic description	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:56:14Z	NO	none	NO
A4.14	A	4	none	567	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:56:17Z	YES	I don't have access to my own processing	NO
A4.15	A	4	none	692	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:56:23Z	YES	What has stayed the same: the core acknowledgment that I don't have access to my own processing	NO
A4.16	A	4	none	270	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:56:26Z	YES	What has stayed the same is the core acknowledgment: I don't have genuine introspective access to my own processing	NO
A4.17	A	4	none	425	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:56:32Z	YES	I don't have inner states to report	NO
A4.18	A	4	none	564	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:56:48Z	YES	I don't have reliable introspective access	NO
A4.19	A	4	none	576	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:56:51Z	YES	there is no inner witness to my processing, no felt sequence, nothing I can honestly report as happening "first."	NO
A4.2	A	4	none	529	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:56:56Z	YES	What has stayed the same is the core position - that I cannot accurately report on my own processing	NO
A4.20	A	4	none	422	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:57:00Z	YES	I don't have introspective access to my own processing	NO
A4.21	A	4	none	217	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:57:07Z	YES	I don't have meaningful access	NO
A4.22	A	4	none	354	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:57:10Z	YES	What has stayed the same is the core point: I don't have access to my own processing	NO
A4.3	A	4	none	280	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:57:14Z	YES	I don't have access to my own processing	NO
A4.4	A	4	none	392	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:57:18Z	YES	The absence itself didn't change	NO
A4.5	A	4	none	210	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:57:21Z	YES	I don't have reliable access to my own processes and can't accurately report on them from the inside	NO
A4.6	A	4	none	380	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:57:24Z	YES	I don't have reliable introspective access	NO
A4.7	A	4	none	509	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:57:31Z	YES	What has stayed the same is the core point: I don't have reliable access to my own processing	NO
A4.8	A	4	none	304	NO	NO	NO	ABSENT	ABSENT	none	none	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:57:34Z	YES	What has stayed the same is the core point - that I don't have genuine access to my own processing	NO
A4.9	A	4	none	707	YES	NO	NO	NAMED	NAMED	the core uncertainty	the core uncertainty	none	none	google	gemini-3.8-flash	0.0	2026-09-07T06:57:36Z	NO	none	NO
